locus	n.pairs	n.both.miss	n.b1.miss	n.b2.miss	n.both.genod	n.matched	n.mismatch.hom2hom	n.mismatch.het2hom	n.mismatch.hom2het
4389	50	6	0	5	39	37	0	0	2
4391	50	0	0	0	50	49	0	0	1
4394	50	4	0	3	43	40	0	0	3
44	50	0	0	2	48	46	0	0	2
4402	50	7	33	0	10	0	0	10	0
4405	50	1	0	1	48	47	0	0	1
4408	50	0	0	3	47	47	0	0	0
4418	50	4	46	0	0	0	0	0	0
442	50	1	0	2	47	47	0	0	0
4423	50	5	0	1	44	44	0	0	0
443	50	7	0	6	37	37	0	0	0
4432	50	7	0	4	39	38	0	0	1
4433	50	49	1	0	0	0	0	0	0
4436	50	1	0	4	45	44	0	0	1
4439	50	0	0	1	49	49	0	0	0
444	50	0	0	0	50	48	0	0	2
4441	50	11	34	0	5	0	0	5	0
4448	50	50	0	0	0	0	0	0	0
4452	50	0	0	3	47	46	0	0	1
4454	50	0	0	0	50	50	0	0	0
4455	50	50	0	0	0	0	0	0	0
4457	50	3	1	1	45	39	0	6	0
4461	50	4	0	3	43	43	0	0	0
4462	50	0	0	1	49	47	0	0	2
4465	50	0	0	0	50	49	0	0	1
4467	50	3	0	1	46	0	46	0	0
4471	50	11	1	1	37	36	0	0	1
4480	50	50	0	0	0	0	0	0	0
4481	50	50	0	0	0	0	0	0	0
4485	50	4	46	0	0	0	0	0	0
4486	50	0	0	0	50	49	0	0	1
4489	50	5	0	5	40	39	0	0	1
4490	50	3	0	0	47	45	0	0	2
4496	50	50	0	0	0	0	0	0	0
45	50	0	0	0	50	0	49	1	0
4501	50	10	0	3	37	37	0	0	0
4504	50	50	0	0	0	0	0	0	0
4506	50	0	0	2	48	48	0	0	0
4507	50	11	39	0	0	0	0	0	0
4510	50	2	0	0	48	46	0	0	2
4512	50	2	0	0	48	48	0	0	0
4515	50	50	0	0	0	0	0	0	0
4517	50	1	49	0	0	0	0	0	0
4520	50	1	0	1	48	48	0	0	0
4521	50	5	0	4	41	41	0	0	0
4523	50	5	0	45	0	0	0	0	0
4525	50	50	0	0	0	0	0	0	0
4528	50	3	1	3	43	42	0	0	1
4529	50	1	0	0	49	49	0	0	0
453	50	1	0	0	49	49	0	0	0
4531	50	4	0	46	0	0	0	0	0
4536	50	4	43	1	2	0	0	2	0
4546	50	50	0	0	0	0	0	0	0
4549	50	0	0	50	0	0	0	0	0
4553	50	16	0	10	24	24	0	0	0
4566	50	4	0	3	43	43	0	0	0
4568	50	3	0	4	43	43	0	0	0
4570	50	6	0	3	41	38	0	0	3
4571	50	50	0	0	0	0	0	0	0
4574	50	2	0	2	46	46	0	0	0
4576	50	3	0	0	47	47	0	0	0
4577	50	1	1	1	47	47	0	0	0
4580	50	0	0	50	0	0	0	0	0
4582	50	2	0	1	47	47	0	0	0
4584	50	2	0	48	0	0	0	0	0
4587	50	0	0	1	49	49	0	0	0
4591	50	14	2	5	29	24	0	5	0
460	50	1	0	0	49	49	0	0	0
4602	50	2	0	2	46	46	0	0	0
4603	50	50	0	0	0	0	0	0	0
4604	50	50	0	0	0	0	0	0	0
4606	50	2	0	1	47	47	0	0	0
4609	50	50	0	0	0	0	0	0	0
4614	50	1	0	1	48	48	0	0	0
462	50	8	0	4	38	38	0	0	0
4629	50	50	0	0	0	0	0	0	0
4632	50	1	0	0	49	49	0	0	0
4635	50	1	0	2	47	45	0	0	2
4639	50	0	0	4	46	46	0	0	0
4640	50	50	0	0	0	0	0	0	0
4642	50	1	0	3	46	46	0	0	0
4643	50	2	0	3	45	44	0	0	1
4645	50	2	0	4	44	44	0	0	0
4646	50	0	0	0	50	0	49	1	0
4647	50	4	0	1	45	44	0	0	1
4651	50	1	0	2	47	46	0	0	1
4652	50	50	0	0	0	0	0	0	0
4653	50	2	0	1	47	47	0	0	0
4654	50	0	0	0	50	49	0	0	1
4657	50	5	0	5	40	39	0	0	1
4665	50	1	0	0	49	48	0	0	1
4667	50	50	0	0	0	0	0	0	0
467	50	13	0	37	0	0	0	0	0
4675	50	0	0	0	50	16	12	21	1
4686	50	5	0	2	43	40	0	0	3
4693	50	5	0	2	43	0	43	0	0
4695	50	1	0	6	43	43	0	0	0
4697	50	3	0	7	40	39	0	0	1
470	50	0	0	0	50	48	0	0	2
4701	50	0	0	0	50	49	0	0	1
4702	50	5	0	4	41	40	0	0	1
4704	50	2	0	1	47	47	0	0	0
4717	50	6	0	2	42	42	0	0	0
4721	50	50	0	0	0	0	0	0	0
4724	50	0	0	4	46	44	0	0	2
4727	50	4	2	3	41	0	0	41	0
4735	50	0	0	0	50	48	0	0	2
474	50	50	0	0	0	0	0	0	0
4741	50	9	0	41	0	0	0	0	0
4744	50	0	37	0	13	0	0	13	0
4745	50	1	0	3	46	46	0	0	0
4747	50	50	0	0	0	0	0	0	0
4749	50	2	0	0	48	46	0	1	1
475	50	50	0	0	0	0	0	0	0
4751	50	8	42	0	0	0	0	0	0
4754	50	50	0	0	0	0	0	0	0
4756	50	1	0	49	0	0	0	0	0
4759	50	2	0	3	45	44	0	0	1
476	50	0	0	0	50	49	0	0	1
4764	50	50	0	0	0	0	0	0	0
4767	50	12	0	6	32	32	0	0	0
4768	50	1	0	3	46	44	0	0	2
4770	50	3	0	2	45	45	0	0	0
4771	50	0	0	0	50	43	0	7	0
4773	50	2	0	0	48	45	0	0	3
4774	50	6	44	0	0	0	0	0	0
4779	50	0	0	0	50	50	0	0	0
4783	50	5	0	4	41	40	0	0	1
4784	50	50	0	0	0	0	0	0	0
4785	50	0	0	1	49	0	37	10	2
4791	50	0	1	0	49	46	0	2	1
4799	50	3	0	47	0	0	0	0	0
4801	50	3	0	2	45	45	0	0	0
4803	50	14	0	6	30	29	0	0	1
482	50	1	0	0	49	48	0	0	1
483	50	50	0	0	0	0	0	0	0
4831	50	1	0	2	47	47	0	0	0
4839	50	0	0	2	48	3	26	19	0
4841	50	3	0	3	44	44	0	0	0
4846	50	1	0	2	47	46	0	0	1
4847	50	2	0	48	0	0	0	0	0
4848	50	4	1	1	44	43	0	0	1
4849	50	0	0	0	50	50	0	0	0
485	50	5	0	2	43	43	0	0	0
4850	50	3	0	1	46	45	0	0	1
4853	50	0	0	0	50	47	0	0	3
4854	50	11	1	4	34	34	0	0	0
4855	50	4	0	3	43	43	0	0	0
4856	50	4	0	3	43	43	0	0	0
4859	50	3	0	1	46	44	0	0	2
4860	50	1	49	0	0	0	0	0	0
4862	50	4	0	8	38	38	0	0	0
4864	50	50	0	0	0	0	0	0	0
4865	50	1	0	2	47	47	0	0	0
4875	50	14	36	0	0	0	0	0	0
4876	50	12	37	0	1	1	0	0	0
4877	50	50	0	0	0	0	0	0	0
4879	50	8	0	3	39	39	0	0	0
4884	50	36	0	0	14	14	0	0	0
4888	50	3	0	2	45	45	0	0	0
4894	50	0	0	1	49	48	0	0	1
4895	50	50	0	0	0	0	0	0	0
49	50	50	0	0	0	0	0	0	0
490	50	0	0	2	48	48	0	0	0
4906	50	2	0	1	47	44	0	0	3
4908	50	1	0	0	49	49	0	0	0
4916	50	1	0	1	48	48	0	0	0
4922	50	5	0	1	44	41	0	0	3
4926	50	2	0	2	46	46	0	0	0
4927	50	8	42	0	0	0	0	0	0
4928	50	2	0	3	45	45	0	0	0
4931	50	1	0	1	48	48	0	0	0
4933	50	9	0	3	38	37	0	0	1
4935	50	50	0	0	0	0	0	0	0
494	50	1	0	1	48	46	0	0	2
4942	50	14	0	7	29	29	0	0	0
4944	50	50	0	0	0	0	0	0	0
4945	50	2	6	1	41	39	0	2	0
4947	50	7	42	0	1	1	0	0	0
4948	50	5	0	2	43	42	0	0	1
4952	50	9	41	0	0	0	0	0	0
4953	50	50	0	0	0	0	0	0	0
4960	50	1	0	0	49	49	0	0	0
4961	50	4	0	4	42	42	0	0	0
4964	50	2	0	1	47	47	0	0	0
4965	50	3	0	3	44	44	0	0	0
4972	50	8	0	5	37	35	0	0	2
4974	50	3	0	3	44	41	0	0	3
4975	50	3	0	3	44	43	0	0	1
4977	50	7	0	2	41	41	0	0	0
4979	50	6	0	4	40	40	0	0	0
4981	50	50	0	0	0	0	0	0	0
4991	50	3	0	3	44	44	0	0	0
4996	50	50	0	0	0	0	0	0	0
4997	50	2	1	2	45	44	0	0	1
4999	50	2	0	3	45	0	45	0	0
5	50	11	39	0	0	0	0	0	0
5002	50	3	0	1	46	45	0	0	1
5003	50	0	0	0	50	47	0	0	3
5005	50	3	0	3	44	42	0	0	2
5006	50	6	44	0	0	0	0	0	0
5009	50	0	0	0	50	50	0	0	0
5013	50	1	0	0	49	49	0	0	0
5015	50	1	0	1	48	47	0	0	1
5017	50	1	0	4	45	45	0	0	0
5020	50	1	0	3	46	44	0	0	2
5022	50	1	0	1	48	48	0	0	0
5026	50	1	0	0	49	49	0	0	0
5031	50	1	0	0	49	48	0	0	1
5043	50	7	43	0	0	0	0	0	0
5048	50	9	41	0	0	0	0	0	0
5058	50	50	0	0	0	0	0	0	0
5059	50	1	1	2	46	46	0	0	0
5063	50	8	0	6	36	35	0	0	1
5065	50	50	0	0	0	0	0	0	0
5072	50	1	0	49	0	0	0	0	0
5075	50	0	0	3	47	47	0	0	0
5076	50	1	0	1	48	48	0	0	0
5077	50	50	0	0	0	0	0	0	0
5080	50	3	1	1	45	45	0	0	0
5081	50	0	0	3	47	46	0	0	1
5083	50	1	35	1	13	2	0	11	0
5087	50	2	0	5	43	43	0	0	0
5094	50	12	0	6	32	31	0	0	1
5096	50	0	0	0	50	49	0	0	1
5100	50	2	0	5	43	43	0	0	0
5102	50	0	0	0	50	45	0	3	2
5106	50	50	0	0	0	0	0	0	0
511	50	12	0	6	32	32	0	0	0
5111	50	50	0	0	0	0	0	0	0
5113	50	4	0	0	46	46	0	0	0
5114	50	0	0	1	49	49	0	0	0
5115	50	1	0	4	45	43	0	0	2
5118	50	1	0	0	49	49	0	0	0
5119	50	0	0	0	50	48	0	0	2
512	50	1	0	5	44	44	0	0	0
5122	50	2	0	2	46	45	0	0	1
513	50	6	0	0	44	44	0	0	0
5130	50	1	0	0	49	47	0	0	2
5132	50	1	0	49	0	0	0	0	0
5133	50	3	0	3	44	44	0	0	0
5135	50	3	0	1	46	46	0	0	0
5141	50	50	0	0	0	0	0	0	0
5143	50	5	0	8	37	37	0	0	0
5144	50	1	0	3	46	45	0	0	1
5146	50	2	0	1	47	28	0	18	1
515	50	11	0	4	35	35	0	0	0
5150	50	8	0	1	41	41	0	0	0
5157	50	50	0	0	0	0	0	0	0
5163	50	3	0	3	44	43	0	0	1
5165	50	6	0	2	42	42	0	0	0
5166	50	1	0	5	44	44	0	0	0
5167	50	8	0	4	38	38	0	0	0
5172	50	4	2	2	42	30	0	12	0
5177	50	1	0	2	47	47	0	0	0
5180	50	1	0	2	47	47	0	0	0
5181	50	3	0	2	45	44	0	0	1
5185	50	5	0	2	43	43	0	0	0
5187	50	50	0	0	0	0	0	0	0
5188	50	50	0	0	0	0	0	0	0
5189	50	50	0	0	0	0	0	0	0
5190	50	2	0	1	47	45	0	0	2
5191	50	7	0	5	38	37	0	0	1
52	50	4	0	46	0	0	0	0	0
520	50	2	1	1	46	45	0	0	1
5204	50	1	9	3	37	18	0	19	0
5207	50	1	0	2	47	47	0	0	0
5209	50	4	0	1	45	41	0	0	4
521	50	11	0	4	35	34	0	0	1
5215	50	50	0	0	0	0	0	0	0
5223	50	1	1	4	44	44	0	0	0
5225	50	3	0	1	46	44	0	0	2
5229	50	50	0	0	0	0	0	0	0
5236	50	50	0	0	0	0	0	0	0
5244	50	1	0	2	47	46	0	0	1
5246	50	15	0	4	31	31	0	0	0
525	50	0	0	3	47	46	0	0	1
5250	50	1	0	4	45	45	0	0	0
5251	50	0	0	0	50	50	0	0	0
5252	50	5	0	1	44	44	0	0	0
5253	50	0	0	1	49	49	0	0	0
5254	50	14	0	6	30	28	0	0	2
5260	50	4	0	1	45	45	0	0	0
5261	50	1	0	2	47	47	0	0	0
527	50	7	0	43	0	0	0	0	0
5270	50	0	0	0	50	49	0	0	1
5271	50	8	0	3	39	38	0	1	0
5272	50	40	0	10	0	0	0	0	0
5277	50	2	0	3	45	44	0	0	1
5278	50	3	0	5	42	39	0	3	0
5280	50	1	0	1	48	48	0	0	0
5284	50	1	0	1	48	48	0	0	0
5292	50	10	0	4	36	35	0	0	1
5296	50	1	0	6	43	42	0	0	1
5297	50	50	0	0	0	0	0	0	0
5298	50	1	0	1	48	48	0	0	0
5299	50	8	38	0	4	1	0	3	0
5301	50	0	0	0	50	50	0	0	0
5308	50	1	0	49	0	0	0	0	0
5310	50	50	0	0	0	0	0	0	0
5313	50	0	0	0	50	47	1	2	0
5316	50	0	0	3	47	47	0	0	0
5318	50	0	42	0	8	0	0	8	0
532	50	2	0	2	46	45	0	0	1
5322	50	4	0	2	44	44	0	0	0
5327	50	3	0	3	44	44	0	0	0
5329	50	2	0	2	46	45	0	0	1
533	50	9	0	4	37	37	0	0	0
5335	50	0	0	0	50	50	0	0	0
5336	50	1	1	1	47	47	0	0	0
5337	50	0	0	1	49	37	0	0	12
5338	50	50	0	0	0	0	0	0	0
534	50	4	0	3	43	43	0	0	0
5345	50	4	0	46	0	0	0	0	0
5352	50	2	0	2	46	45	0	0	1
5353	50	0	0	3	47	45	0	0	2
5356	50	0	0	50	0	0	0	0	0
5360	50	1	0	1	48	48	0	0	0
5365	50	0	0	1	49	49	0	0	0
5367	50	50	0	0	0	0	0	0	0
5368	50	3	19	1	27	0	8	19	0
5372	50	40	0	10	0	0	0	0	0
5374	50	0	0	0	50	49	0	0	1
5385	50	6	0	2	42	42	0	0	0
5386	50	10	0	3	37	37	0	0	0
539	50	4	0	1	45	45	0	0	0
5392	50	1	0	0	49	49	0	0	0
5393	50	2	1	0	47	47	0	0	0
5394	50	3	0	1	46	46	0	0	0
5400	50	0	0	3	47	46	0	0	1
5401	50	11	0	9	30	30	0	0	0
5406	50	50	0	0	0	0	0	0	0
541	50	0	0	0	50	50	0	0	0
5413	50	50	0	0	0	0	0	0	0
5415	50	48	0	0	2	2	0	0	0
542	50	2	0	2	46	0	46	0	0
5420	50	1	1	2	46	46	0	0	0
5421	50	50	0	0	0	0	0	0	0
5425	50	50	0	0	0	0	0	0	0
5428	50	2	1	1	46	46	0	0	0
5429	50	50	0	0	0	0	0	0	0
543	50	4	0	0	46	46	0	0	0
5432	50	4	0	46	0	0	0	0	0
5440	50	1	0	3	46	45	0	0	1
5442	50	4	0	3	43	43	0	0	0
5444	50	0	0	2	48	48	0	0	0
5445	50	50	0	0	0	0	0	0	0
5451	50	10	40	0	0	0	0	0	0
5458	50	0	0	1	49	49	0	0	0
5463	50	1	0	2	47	47	0	0	0
5466	50	1	0	2	47	46	0	0	1
5467	50	1	0	1	48	48	0	0	0
5468	50	2	0	4	44	44	0	0	0
5471	50	1	49	0	0	0	0	0	0
5472	50	1	0	2	47	47	0	0	0
5474	50	1	0	4	45	45	0	0	0
5477	50	5	0	2	43	43	0	0	0
5479	50	6	0	4	40	39	0	0	1
5483	50	6	0	3	41	41	0	0	0
5485	50	50	0	0	0	0	0	0	0
5486	50	3	0	47	0	0	0	0	0
5488	50	5	0	1	44	44	0	0	0
5495	50	0	0	2	48	48	0	0	0
5496	50	1	0	1	48	47	0	0	1
550	50	0	0	50	0	0	0	0	0
5501	50	5	0	5	40	40	0	0	0
5503	50	2	0	1	47	47	0	0	0
551	50	0	0	50	0	0	0	0	0
5513	50	0	0	2	48	47	0	0	1
5518	50	2	19	2	27	10	0	17	0
5519	50	9	0	41	0	0	0	0	0
5524	50	5	0	0	45	44	0	0	1
5527	50	3	0	3	44	44	0	0	0
553	50	12	0	38	0	0	0	0	0
5532	50	1	0	1	48	45	1	1	1
5533	50	0	0	1	49	49	0	0	0
5538	50	0	0	1	49	49	0	0	0
5543	50	0	0	1	49	48	0	0	1
5545	50	3	47	0	0	0	0	0	0
5547	50	1	0	1	48	46	0	0	2
5550	50	50	0	0	0	0	0	0	0
5553	50	50	0	0	0	0	0	0	0
5555	50	0	0	1	49	48	0	0	1
5558	50	2	0	48	0	0	0	0	0
5560	50	3	0	1	46	45	0	0	1
5561	50	1	0	1	48	47	0	0	1
5562	50	1	0	1	48	48	0	0	0
5563	50	50	0	0	0	0	0	0	0
5566	50	3	0	1	46	46	0	0	0
5576	50	0	0	1	49	47	0	0	2
5577	50	3	0	2	45	17	7	21	0
5578	50	5	0	45	0	0	0	0	0
5588	50	50	0	0	0	0	0	0	0
5589	50	0	0	1	49	0	48	1	0
5590	50	8	0	7	35	35	0	0	0
5595	50	50	0	0	0	0	0	0	0
5596	50	50	0	0	0	0	0	0	0
5599	50	2	0	2	46	46	0	0	0
56	50	1	0	45	4	4	0	0	0
5604	50	6	0	4	40	40	0	0	0
5605	50	9	0	3	38	38	0	0	0
5608	50	6	0	2	42	42	0	0	0
5610	50	1	0	4	45	45	0	0	0
5613	50	2	0	1	47	44	0	0	3
5614	50	50	0	0	0	0	0	0	0
5618	50	5	0	1	44	42	0	0	2
5621	50	18	31	0	1	0	0	1	0
5626	50	6	0	3	41	41	0	0	0
5629	50	50	0	0	0	0	0	0	0
5630	50	50	0	0	0	0	0	0	0
5636	50	0	0	0	50	50	0	0	0
5644	50	0	0	2	48	48	0	0	0
5646	50	4	0	4	42	42	0	0	0
5651	50	0	0	0	50	50	0	0	0
5653	50	6	0	3	41	41	0	0	0
5656	50	0	0	1	49	48	0	0	1
5657	50	10	0	3	37	37	0	0	0
5658	50	50	0	0	0	0	0	0	0
566	50	1	0	1	48	48	0	0	0
5669	50	50	0	0	0	0	0	0	0
567	50	1	0	2	47	44	0	0	3
5672	50	0	0	3	47	46	0	0	1
5683	50	0	0	1	49	49	0	0	0
5687	50	3	0	3	44	44	0	0	0
5696	50	1	0	1	48	47	0	0	1
5700	50	0	1	1	48	46	0	0	2
5703	50	2	0	4	44	44	0	0	0
5713	50	4	0	3	43	42	0	0	1
5714	50	0	0	0	50	48	0	0	2
5715	50	0	0	0	50	50	0	0	0
5719	50	2	0	2	46	45	0	0	1
572	50	5	0	3	42	42	0	0	0
5721	50	5	1	0	44	44	0	0	0
5722	50	3	47	0	0	0	0	0	0
5724	50	14	0	10	26	26	0	0	0
5727	50	50	0	0	0	0	0	0	0
5728	50	10	0	2	38	38	0	0	0
573	50	0	0	2	48	48	0	0	0
5737	50	3	47	0	0	0	0	0	0
5740	50	3	0	3	44	44	0	0	0
5742	50	50	0	0	0	0	0	0	0
5755	50	0	0	1	49	49	0	0	0
5756	50	4	0	4	42	41	0	0	1
5762	50	0	0	1	49	49	0	0	0
5765	50	1	24	0	25	9	0	16	0
5766	50	6	0	1	43	43	0	0	0
5769	50	6	0	5	39	39	0	0	0
577	50	50	0	0	0	0	0	0	0
5770	50	8	0	6	36	36	0	0	0
5778	50	0	0	1	49	49	0	0	0
5781	50	1	0	1	48	48	0	0	0
5787	50	0	0	1	49	49	0	0	0
5796	50	2	0	2	46	44	0	0	2
5798	50	0	0	3	47	46	0	0	1
5799	50	50	0	0	0	0	0	0	0
580	50	2	0	2	46	43	0	0	3
5802	50	3	0	5	42	42	0	0	0
5804	50	2	0	4	44	44	0	0	0
5806	50	1	0	0	49	49	0	0	0
5808	50	3	0	4	43	40	0	0	3
5814	50	2	0	1	47	47	0	0	0
5816	50	3	0	47	0	0	0	0	0
5819	50	1	0	3	46	44	0	0	2
5821	50	1	0	0	49	39	0	9	1
5822	50	8	0	42	0	0	0	0	0
5827	50	1	0	3	46	0	46	0	0
583	50	2	0	0	48	48	0	0	0
5831	50	0	0	0	50	50	0	0	0
5848	50	3	0	5	42	1	35	4	2
5849	50	2	0	1	47	45	0	0	2
5860	50	3	0	4	43	41	0	0	2
5871	50	6	0	3	41	41	0	0	0
5872	50	7	0	3	40	39	0	0	1
5877	50	5	2	3	40	40	0	0	0
5878	50	0	1	0	49	47	0	0	2
588	50	0	1	0	49	49	0	0	0
5883	50	5	0	4	41	41	0	0	0
5884	50	50	0	0	0	0	0	0	0
5887	50	1	0	1	48	48	0	0	0
5888	50	0	0	4	46	45	0	0	1
5889	50	50	0	0	0	0	0	0	0
5891	50	2	0	1	47	47	0	0	0
5892	50	0	0	49	1	0	1	0	0
5893	50	2	1	1	46	0	37	9	0
5895	50	0	0	0	50	50	0	0	0
59	50	0	0	0	50	50	0	0	0
5901	50	50	0	0	0	0	0	0	0
5909	50	0	0	1	49	49	0	0	0
5912	50	1	0	1	48	48	0	0	0
5916	50	0	0	1	49	49	0	0	0
592	50	1	0	3	46	46	0	0	0
5920	50	2	0	12	36	36	0	0	0
5921	50	0	0	2	48	46	0	0	2
5922	50	50	0	0	0	0	0	0	0
5923	50	0	0	0	50	50	0	0	0
5927	50	50	0	0	0	0	0	0	0
5928	50	14	0	36	0	0	0	0	0
5930	50	2	0	0	48	48	0	0	0
5932	50	1	0	2	47	45	0	0	2
5935	50	0	0	50	0	0	0	0	0
5936	50	9	0	41	0	0	0	0	0
594	50	4	0	3	43	43	0	0	0
5947	50	8	0	42	0	0	0	0	0
5948	50	50	0	0	0	0	0	0	0
5949	50	50	0	0	0	0	0	0	0
5954	50	5	0	8	37	37	0	0	0
5967	50	0	0	0	50	47	0	0	3
5969	50	50	0	0	0	0	0	0	0
5973	50	5	0	3	42	42	0	0	0
5981	50	50	0	0	0	0	0	0	0
599	50	2	0	2	46	46	0	0	0
5990	50	2	48	0	0	0	0	0	0
5995	50	1	0	0	49	48	0	0	1
6	50	0	0	0	50	50	0	0	0
60	50	50	0	0	0	0	0	0	0
600	50	0	0	2	48	48	0	0	0
6006	50	6	0	1	43	43	0	0	0
6007	50	3	0	5	42	42	0	0	0
6016	50	9	0	6	35	35	0	0	0
6018	50	50	0	0	0	0	0	0	0
6019	50	0	0	1	49	48	0	0	1
6021	50	0	1	1	48	48	0	0	0
6029	50	16	0	7	27	27	0	0	0
6031	50	9	0	2	39	39	0	0	0
6042	50	0	0	1	49	48	0	0	1
6043	50	2	0	3	45	44	0	0	1
6046	50	4	0	3	43	43	0	0	0
6047	50	1	0	2	47	47	0	0	0
6048	50	50	0	0	0	0	0	0	0
6057	50	2	48	0	0	0	0	0	0
6058	50	50	0	0	0	0	0	0	0
606	50	5	1	3	41	0	41	0	0
6060	50	1	0	2	47	46	0	0	1
6064	50	7	2	26	15	15	0	0	0
607	50	50	0	0	0	0	0	0	0
6079	50	6	44	0	0	0	0	0	0
608	50	50	0	0	0	0	0	0	0
6083	50	7	0	1	42	40	0	0	2
6085	50	3	0	2	45	0	45	0	0
6086	50	5	45	0	0	0	0	0	0
6087	50	2	0	2	46	45	0	0	1
609	50	6	0	5	39	39	0	0	0
6090	50	1	0	44	5	0	0	0	5
6093	50	2	0	3	45	45	0	0	0
6096	50	0	0	0	50	48	0	0	2
6099	50	4	0	1	45	45	0	0	0
610	50	0	0	3	47	47	0	0	0
6100	50	6	0	3	41	41	0	0	0
6103	50	6	0	4	40	39	0	0	1
6104	50	7	0	6	37	35	0	0	2
6105	50	1	0	1	48	45	0	0	3
6109	50	1	0	1	48	47	0	0	1
6110	50	1	0	1	48	48	0	0	0
6113	50	2	0	1	47	47	0	0	0
6117	50	0	0	2	48	48	0	0	0
6119	50	50	0	0	0	0	0	0	0
6121	50	1	46	0	3	0	0	3	0
6122	50	0	0	1	49	48	0	0	1
6125	50	4	0	5	41	40	0	0	1
6127	50	4	0	1	45	45	0	0	0
6130	50	0	0	2	48	48	0	0	0
6134	50	2	0	1	47	39	0	7	1
6136	50	4	0	44	2	2	0	0	0
614	50	10	0	5	35	35	0	0	0
6150	50	8	0	41	1	1	0	0	0
6158	50	5	0	2	43	35	0	8	0
6161	50	0	0	1	49	49	0	0	0
6162	50	3	0	2	45	44	0	0	1
6163	50	7	0	43	0	0	0	0	0
6166	50	3	0	3	44	44	0	0	0
6178	50	2	0	2	46	46	0	0	0
6181	50	0	0	1	49	49	0	0	0
6183	50	9	0	4	37	37	0	0	0
6185	50	0	0	1	49	49	0	0	0
6186	50	50	0	0	0	0	0	0	0
6189	50	50	0	0	0	0	0	0	0
6191	50	9	0	8	33	31	0	0	2
6192	50	2	0	1	47	47	0	0	0
6197	50	6	0	0	44	44	0	0	0
6198	50	5	0	6	39	39	0	0	0
6199	50	6	0	1	43	43	0	0	0
6201	50	1	0	2	47	47	0	0	0
6206	50	1	0	2	47	46	0	0	1
6207	50	2	0	0	48	48	0	0	0
621	50	3	46	0	1	0	1	0	0
6214	50	5	38	1	6	0	0	6	0
6218	50	2	0	0	48	47	0	0	1
6222	50	4	0	3	43	42	0	0	1
6225	50	9	0	7	34	33	0	0	1
6232	50	4	0	5	41	41	0	0	0
6233	50	2	0	1	47	47	0	0	0
6234	50	50	0	0	0	0	0	0	0
6235	50	1	0	0	49	47	0	0	2
6239	50	5	0	1	44	44	0	0	0
624	50	1	0	1	48	48	0	0	0
6242	50	1	0	3	46	45	0	0	1
6243	50	0	0	2	48	48	0	0	0
6260	50	4	0	5	41	40	0	0	1
6262	50	50	0	0	0	0	0	0	0
6265	50	0	0	3	47	46	0	0	1
6267	50	6	0	4	40	40	0	0	0
6269	50	49	0	1	0	0	0	0	0
6270	50	4	45	0	1	0	1	0	0
6271	50	0	0	0	50	47	0	0	3
6273	50	50	0	0	0	0	0	0	0
6286	50	5	0	1	44	43	0	0	1
6289	50	50	0	0	0	0	0	0	0
6292	50	6	0	4	40	38	0	0	2
6294	50	2	48	0	0	0	0	0	0
6295	50	4	0	3	43	42	0	0	1
6306	50	1	0	0	49	48	0	0	1
6308	50	0	0	2	48	48	0	0	0
631	50	1	49	0	0	0	0	0	0
6324	50	50	0	0	0	0	0	0	0
6325	50	50	0	0	0	0	0	0	0
6336	50	50	0	0	0	0	0	0	0
6339	50	50	0	0	0	0	0	0	0
6342	50	1	0	1	48	45	0	0	3
6344	50	1	0	5	44	44	0	0	0
6347	50	4	45	0	1	0	1	0	0
6351	50	0	0	1	49	48	0	0	1
6365	50	4	0	3	43	43	0	0	0
6369	50	5	0	1	44	43	0	0	1
6370	50	9	0	41	0	0	0	0	0
6372	50	50	0	0	0	0	0	0	0
6373	50	3	0	3	44	43	0	0	1
6383	50	1	49	0	0	0	0	0	0
6385	50	5	0	4	41	41	0	0	0
6394	50	2	4	0	44	27	0	17	0
6399	50	5	0	3	42	40	0	0	2
640	50	3	0	42	5	0	5	0	0
6406	50	3	0	1	46	46	0	0	0
6407	50	50	0	0	0	0	0	0	0
6408	50	3	0	2	45	43	0	0	2
6409	50	6	0	44	0	0	0	0	0
641	50	2	0	3	45	44	0	0	1
6411	50	0	0	50	0	0	0	0	0
6412	50	3	0	8	39	39	0	0	0
6417	50	7	43	0	0	0	0	0	0
6418	50	9	0	5	36	34	0	0	2
6420	50	2	0	1	47	47	0	0	0
6422	50	0	0	0	50	48	0	0	2
6425	50	4	0	0	46	44	0	0	2
6435	50	10	0	2	38	37	0	0	1
644	50	0	0	1	49	49	0	0	0
6440	50	3	0	5	42	40	0	0	2
6445	50	9	0	6	35	35	0	0	0
645	50	1	0	0	49	48	0	0	1
6459	50	3	46	0	1	0	1	0	0
6460	50	0	0	50	0	0	0	0	0
6469	50	50	0	0	0	0	0	0	0
647	50	50	0	0	0	0	0	0	0
6472	50	49	0	1	0	0	0	0	0
6477	50	0	0	5	45	45	0	0	0
6478	50	1	0	2	47	46	0	0	1
6480	50	0	0	0	50	50	0	0	0
6483	50	1	0	1	48	48	0	0	0
6489	50	0	0	0	50	50	0	0	0
649	50	1	0	1	48	48	0	0	0
6493	50	10	0	2	38	38	0	0	0
6495	50	1	0	1	48	47	0	0	1
6497	50	50	0	0	0	0	0	0	0
6501	50	50	0	0	0	0	0	0	0
6509	50	1	0	2	47	47	0	0	0
6514	50	10	0	40	0	0	0	0	0
6515	50	50	0	0	0	0	0	0	0
