"","Locus","chromosome","position","fst"
"2058",19971,"LG15",18510285,0.0221
"2059",19990,"LG06",10021608,0.6067
"2060",19994,"LG16",27979524,0.1094
"2061",20026,"LG04",23683586,0.1245
"2062",20042,"LG05",12599556,-6e-04
"2063",20048,"LG05",14614304,0.0125
"2064",20061,"LG15",19363735,0.1663
"2065",20068,"LG09",23628908,0.2194
"2066",20078,"LG16",14766717,0.0526
"2067",20083,"LG23",19876950,0.5726
"2068",20101,"LG06",7734851,0.2197
"2069",20130,"LG03",22446759,0.0318
"2070",20144,"LG05",14401240,0.0523
"2071",20148,"LG03",28122202,0.0191
"2072",20153,"LG06",9913232,0.0058
"2073",20154,"LG01",19065023,0.8872
"2074",20158,"LG04",25712430,0.0199
"2075",20183,"LG13",4648135,0.009
"2076",20187,"LG23",16912590,0.0502
"2077",20191,"LG18",14173788,0.1088
"2078",20195,"LG01",4436797,0.5162
"2079",20197,"LG07",21773059,0.4502
"2080",20198,"LG13",17432380,0.0045
"2081",20219,"LG19",16400424,0.0127
"2082",20222,"LG01",15949701,0.7135
"2083",20237,"LG11",8223601,0.325
"2084",20239,"LG20",19669429,0.0229
"2085",20245,"LG01",14915282,0.3272
"2086",20255,"LG04",17092539,0.1389
"2087",20257,"LG13",23629689,0.0098
"2088",20270,"LG08",17349042,0.0421
"2089",20285,"LG08",14206924,0.0308
"2090",20295,"LG10",24766333,0.5033
"2091",20309,"LG20",18324743,0.0819
"2092",20318,"LG16",24628893,0.005
"2093",20321,"LG18",8985599,0.1117
"2094",20351,"LG11",24512227,0.1346
"2095",20354,"LG04",25968078,0.0318
"2096",20364,"LG14",8805051,0.0158
"2097",20384,"LG14",18183471,0.0172
"2098",20385,"LG18",7040191,0.0405
"2099",20400,"LG15",7408576,0.2245
"2100",20402,"LG06",24374929,0.0227
"2101",20413,"LG04",22474367,0.0514
"2102",20425,"LG05",6497308,0.4872
"2103",20431,"LG07",10311245,-8e-04
"2104",20437,"LG01",8869410,0.1615
"2105",20457,"LG01",21157641,0.0198
"2106",20462,"LG22",10749043,0.1721
"2107",20484,"LG03",3789505,0.1053
"2108",20490,"LG03",25668424,0.0489
"2109",20500,"LG18",6322989,0.0076
"2110",20511,"LG01",27684673,0.2025
"2111",20512,"LG11",11010035,0.0906
"2112",20513,"LG13",13087856,0.0085
"2113",20514,"LG19",5790343,0.6783
"2114",20516,"LG02",20985519,0.0042
"2115",20518,"LG16",19918894,6e-04
"2116",20522,"LG09",2507199,0.1402
"2117",20525,"LG16",8921702,0.054
"2118",20530,"LG08",14072527,0.1474
"2119",20532,"LG21",5502111,0.2931
"2120",20551,"LG16",27618250,0.0023
"2121",20552,"LG02",7704733,0.279
"2122",20559,"LG01",8160450,0.1715
"2123",20570,"LG02",3848141,0.0799
"2124",20572,"LG02",19225999,0.0285
"2125",20590,"LG06",7818590,0.0123
"2126",20609,"LG14",8091522,0.1803
"2127",20656,"LG07",12878857,0.0164
"2128",20662,"LG07",11931427,0.0166
"2129",20681,"LG16",18531270,0.0344
"2130",20688,"LG21",15905567,0.2752
"2131",20706,"LG16",5823127,0.0255
"2132",20718,"LG10",9466709,0.0071
"2133",20732,"LG14",7233848,0.3522
"2134",20744,"LG05",23975122,0.1053
"2135",20749,"LG13",4406839,0.0048
"2136",20756,"LG06",3568242,0.1775
"2137",20758,"LG12",7637825,0.0174
"2138",20760,"LG08",15110370,0.073
"2139",20770,"LG13",20742960,0.1149
"2140",20782,"LG13",2581050,0.152
"2141",20786,"LG05",17675806,0.0214
"2142",20794,"LG01",6675702,0.0115
"2143",20795,"LG21",3588758,0.2647
"2144",20796,"LG11",10174407,0.2522
"2145",20829,"LG08",11072062,0.0081
"2146",20835,"LG22",15230255,0.061
"2147",20844,"LG08",16812035,0.8832
"2148",20867,"LG06",15224176,0.0063
"2149",20876,"LG15",24371340,0.0063
"2150",20890,"LG09",7053543,0.02
"2151",20898,"LG03",6721773,0.0361
"2152",20899,"LG23",6329971,0.1474
"2153",20908,"LG15",8329374,0.0053
"2154",20920,"LG10",19404682,0.2003
"2155",20926,"LG01",19851693,0.1043
"2156",20928,"LG18",12055207,0.689
"2157",20932,"LG23",5701947,0.0357
"2158",20943,"LG14",18278577,1e-04
"2159",20952,"LG05",14175080,0.3203
"2160",20954,"LG11",12030039,0.076
"2161",20959,"LG16",28528644,0.3195
"2162",20964,"LG15",19751967,0.0772
"2163",20997,"LG18",17575333,0.012
"2164",21003,"LG23",12820690,0.1449
"2165",21039,"LG11",20186470,0.0152
"2166",21046,"LG03",18033092,0.0975
"2167",21069,"LG22",17334198,0.0344
"2168",21071,"LG15",25544457,0.0705
"2169",21073,"LG12",4069175,0.0272
"2170",21078,"LG02",22029483,0.2083
"2171",21089,"LG10",4739467,0.0568
"2172",21092,"LG08",24575790,0.0625
"2173",21100,"LG20",15135577,0.0329
"2174",21119,"LG20",6179252,0.0555
"2175",21120,"LG09",6147938,0.2556
"2176",21140,"LG10",17349755,0.0022
"2177",21152,"LG21",19559785,-4e-04
"2178",21175,"LG09",4770493,0.0421
"2179",21176,"LG10",20217965,0.0356
"2180",21224,"LG15",19989014,0.0811
"2181",21249,"LG07",438846,0.0112
"2182",21250,"LG16",17738356,0.9965
"2183",21256,"LG11",3027003,0.1603
"2184",21263,"LG19",16627080,0.0258
"2185",21271,"LG22",12358879,0.8174
"2186",21275,"LG19",3518134,0.0411
"2187",21285,"LG21",20391581,0.1748
"2188",21290,"LG05",16180064,0.6712
"2189",21298,"LG13",13118901,0.4612
"2190",21313,"LG11",852857,0.0171
"2191",21317,"LG19",18962587,0.0493
"2192",21339,"LG04",10785561,0.0184
"2193",21353,"LG20",23635832,0.1312
"2194",21358,"LG22",1489889,0.0249
"2195",21370,"LG17",2257137,0.0186
"2196",21376,"LG16",18669407,0.1536
"2197",21381,"LG21",19991170,0.1629
"2198",21453,"LG06",6580009,0.2271
"2199",21466,"LG23",20456302,0.0066
"2200",21492,"LG14",10086345,0.0283
"2201",21500,"LG10",10351187,0.1998
"2202",21501,"LG11",6729867,0.0122
"2203",21537,"LG22",11444989,0.3325
"2204",21539,"LG08",10823636,0.2398
"2205",21540,"LG08",6956890,0.1764
"2206",21550,"LG08",18772472,0.1911
"2207",21557,"LG17",8377567,0.0255
"2208",21559,"LG21",9696329,0.0666
"2209",21572,"LG05",4258516,0.1773
"2210",21573,"LG23",15103569,0.0336
"2211",21613,"LG03",7275254,0.3459
"2212",21633,"LG16",3885750,0.0138
"2213",21641,"LG05",2417332,0.0103
"2214",21643,"LG06",3660867,0.0803
"2215",21649,"LG05",13154753,0.1515
"2216",21653,"LG13",14590679,0.2511
"2217",21678,"LG02",19100209,0.2614
"2218",21680,"LG13",21784563,0.3265
"2219",21692,"LG15",14387858,0.0122
"2220",21710,"LG12",21340188,0.0052
"2221",21748,"LG20",20065316,0.745
"2222",21762,"LG20",8139735,0.044
"2223",21765,"LG11",27244384,0.0021
"2224",21779,"LG14",10097824,0.0556
"2225",21788,"LG17",14129644,0.0365
"2226",21789,"LG11",11847676,0.0988
"2227",21801,"LG01",3842286,0.0057
"2228",21803,"LG21",9666335,0.7382
"2229",21826,"LG19",19574950,0.0128
"2230",21833,"LG21",20406551,0.3373
"2231",21843,"LG01",14174841,0.0213
"2232",21870,"LG10",2836992,0.004
"2233",21874,"LG07",15564103,0.7915
"2234",21880,"LG22",10669955,0.0036
"2235",21886,"LG08",19945320,0.08
"2236",21907,"LG18",13803198,0.1809
"2237",21924,"LG22",6202798,0.0265
"2238",21934,"LG07",18657038,0.0873
"2239",21989,"LG14",14128458,0.109
"2240",22011,"LG10",4306943,0.0249
"2241",22020,"LG06",13229716,0.0125
"2242",22034,"LG04",23376531,0.0301
"2243",22084,"LG17",10466061,0.0352
"2244",22087,"LG15",12236939,0.0314
"2245",22112,"LG10",22750400,0.0094
"2246",22113,"LG13",1622364,0.0484
"2247",22206,"LG12",21990158,0.0688
"2248",22208,"LG06",4566002,0.0954
"2249",22242,"LG23",1656399,0.2464
"2250",22253,"LG20",2992034,0.0161
"2251",22270,"LG03",2331790,0.0495
"2252",22284,"LG20",406647,0.0655
"2253",22286,"LG16",10185157,0.0088
"2254",22295,"LG16",4288722,0.1052
"2255",22323,"LG17",16498976,0.0268
"2256",22328,"LG23",688488,0.1098
"2257",22330,"LG02",1459777,0.0363
"2258",22331,"LG16",3984059,0.506
"2259",22336,"LG20",12477427,0.0232
"2260",22340,"LG02",19082581,0.0126
"2261",22348,"LG18",4567412,0.0592
"2262",22364,"LG22",19950094,0.0546
"2263",22386,"LG23",1332557,0.1494
"2264",22387,"LG04",15238316,0.022
"2265",22404,"LG03",17122075,0.0291
"2266",22406,"LG22",15374292,0.0407
"2267",22409,"LG20",5968841,0.4336
"2268",22411,"LG01",27524858,0.0166
"2269",22423,"LG20",19010849,0.0462
"2270",22425,"LG05",13640830,0.0315
"2271",22431,"LG05",10067172,0.1514
"2272",22434,"LG04",15803099,0.1299
"2273",22437,"LG01",6834192,0.0619
"2274",22447,"LG03",12068674,0.0171
"2275",22449,"LG23",10287740,0.0092
"2276",22508,"LG02",19309451,0.0269
"2277",22526,"LG08",24326107,0.7881
"2278",22550,"LG01",14185276,0.1735
"2279",22557,"LG01",6249994,0.0261
"2280",22563,"LG08",11820497,0.9358
"2281",22595,"LG14",27451587,0.3127
"2282",22596,"LG15",17133549,0.2614
"2283",22608,"LG05",3283415,0.0933
"2284",22617,"LG12",26643090,0.9903
"2285",22621,"LG19",11606651,0.2631
"2286",22631,"LG23",14763187,0.1151
"2287",22675,"LG07",29181565,0.0102
"2288",22677,"LG13",7980396,0.0529
"2289",22688,"LG14",20409170,0.2762
"2290",22690,"LG18",8787872,0.1131
"2291",22699,"LG02",13825179,0.0706
"2292",22705,"LG04",17429463,0.0969
"2293",22710,"LG12",10828140,0.1471
"2294",22719,"LG16",26563582,0.0474
"2295",22729,"LG07",24533275,0.1664
"2296",22731,"LG14",13607687,0.9944
"2297",22739,"LG05",11633495,0.1131
"2298",22771,"LG10",3784167,0.5949
"2299",22783,"LG06",17151219,0.2376
"2300",22789,"LG15",23061083,0.2849
"2301",22812,"LG21",3882469,0.0059
"2302",22824,"LG08",24757841,0.7131
"2303",22828,"LG13",16011750,0.0183
"2304",22830,"LG19",3310600,0.1195
"2305",22842,"LG23",5489707,0.1672
"2306",22868,"LG17",7022931,0.0507
"2307",22873,"LG09",12988290,0.0857
"2308",22886,"LG12",6284415,0.1025
"2309",22895,"LG03",24988455,0.4819
"2310",22898,"LG14",28147577,0.1023
"2311",22899,"LG22",10850682,0.1237
"2312",22900,"LG08",8301243,0.0199
"2313",22914,"LG17",7614233,0.3979
"2314",22921,"LG06",9693517,0.5397
"2315",22930,"LG04",34615017,0.4866
"2316",22937,"LG07",23094487,0.1745
"2317",22941,"LG20",4347686,0.2856
"2318",22943,"LG16",3029380,0.0651
"2319",22947,"LG11",3409526,0.0744
"2320",22950,"LG14",242580,0.3595
"2321",22954,"LG15",16462762,0.0434
"2322",22957,"LG10",21276279,0.0165
"2323",22961,"LG10",9917591,0.1283
"2324",22967,"LG07",27010681,0.028
"2325",22978,"LG01",11703390,0.1792
"2326",22984,"LG20",18502803,0.0788
"2327",23009,"LG13",20869043,0.0983
"2328",23024,"LG19",12298523,0.6108
"2329",23026,"LG20",5077173,0.4749
"2330",23057,"LG01",8762573,0.9519
"2331",23062,"LG13",17685828,0.0081
"2332",23076,"LG08",10423892,0.0531
"2333",23078,"LG09",18413061,0.1153
"2334",23079,"LG04",21683194,0.0987
"2335",23083,"LG12",12563125,0.0056
"2336",23093,"LG11",27289201,0.2233
"2337",23095,"LG18",17155554,0.0486
"2338",23099,"LG16",9663803,0.2649
"2339",23112,"LG02",19178339,0.328
"2340",23122,"LG17",3626254,0.0749
"2341",23124,"LG23",19544808,0.0242
"2342",23136,"LG09",23542273,0.1729
"2343",23159,"LG08",24547395,0.3095
"2344",23168,"LG11",13620304,0.1247
"2345",23180,"LG17",10475862,0.0499
"2346",23190,"LG07",6942938,0.023
"2347",23191,"LG04",19725654,0.0738
"2348",23222,"LG16",15692483,0.0208
"2349",23232,"LG06",5400756,0.0294
"2350",23244,"LG13",22509678,0.1873
"2351",23248,"LG07",1151010,0.0635
"2352",23258,"LG12",4735969,0.1413
"2353",23276,"LG03",11572191,0.3197
"2354",23293,"LG08",12844372,0.0973
"2355",23334,"LG14",1850852,0.0828
"2356",23337,"LG05",20278724,0.0748
"2357",23347,"LG18",13982683,0.0573
"2358",23351,"LG22",3637554,0.7542
"2359",23372,"LG19",18846216,0.0126
"2360",23374,"LG13",17292407,0.0042
"2361",23387,"LG23",11905996,0.0211
"2362",23395,"LG08",14187546,0.1292
"2363",23412,"LG15",8051383,0.0334
"2364",23426,"LG23",12507419,0.0038
"2365",23429,"LG22",1779035,0.3155
"2366",23445,"LG13",8744355,0.365
"2367",23448,"LG11",26240894,0.0532
"2368",23449,"LG01",9519370,0.8875
"2369",23451,"LG15",12323986,0.017
"2370",23482,"LG16",29902337,0.1122
"2371",23486,"LG11",16266066,0.0351
"2372",23490,"LG10",6203703,0.0078
"2373",23493,"LG17",16135309,0.011
"2374",23494,"LG18",19645350,0.0325
"2375",23508,"LG03",2759358,0.0239
"2376",23511,"LG16",4694470,0.0489
"2377",23520,"LG20",19109947,0.0796
"2378",23534,"LG23",13337311,0.0394
"2379",23556,"LG01",8703318,0.1658
"2380",23575,"LG20",5716729,0.0088
"2381",23579,"LG21",19929616,0.0206
"2382",23587,"LG06",24168683,0.1649
"2383",23591,"LG03",23913948,-0.0016
"2384",23592,"LG08",26200561,0.2071
"2385",23593,"LG08",11824764,0.0654
"2386",23612,"LG06",20772659,0.068
"2387",23613,"LG21",19382634,0.0505
"2388",23617,"LG02",22626275,0.0152
"2389",23627,"LG22",11043718,0.0346
"2390",23633,"LG16",11778376,0.2533
"2391",23638,"LG06",20146836,0.0071
"2392",23650,"LG06",17098228,0.9239
"2393",23661,"LG18",13861240,0.2962
"2394",23685,"LG15",10818312,0.6369
"2395",23703,"LG03",20880357,0.0437
"2396",23705,"LG04",30578350,0.0302
"2397",23711,"LG01",14052877,0.0164
"2398",23721,"LG22",12306044,0.0519
"2399",23724,"LG16",12539489,0.0154
"2400",23727,"LG18",6540727,0.8193
"2401",23728,"LG13",16358386,0.1902
"2402",23732,"LG03",18399324,0.1099
"2403",23783,"LG22",3255366,0.0079
"2404",23788,"LG06",19578433,0.2841
"2405",23791,"LG14",10192562,0.0668
"2406",23794,"LG10",18167957,0.0298
"2407",23824,"LG04",1450506,0.0373
"2408",23827,"LG15",12270324,0.0401
"2409",23845,"LG04",17671956,0.0786
"2410",23858,"LG19",12740514,0.0739
"2411",23884,"LG04",20800759,0.2888
"2412",23886,"LG15",19219373,0.0266
"2413",23891,"LG20",2777879,0.1345
"2414",23892,"LG15",13746396,0.006
"2415",23903,"LG15",9410969,0.1554
"2416",23908,"LG07",21130324,0.0622
"2417",23914,"LG23",10085963,0.2214
"2418",23920,"LG20",4206449,0.2214
"2419",23922,"LG22",8131824,0.1833
"2420",23926,"LG02",16657950,0.3369
"2421",23927,"LG11",11392893,0.2484
"2422",23933,"LG17",2257049,0.036
"2423",23950,"LG22",4037329,0.0188
"2424",23964,"LG04",29517813,0.0491
"2425",23967,"LG03",20590982,0.2699
"2426",23977,"LG12",25429189,0.0361
"2427",23999,"LG04",26670688,0.0316
"2428",24009,"LG05",12735878,0.1261
"2429",24011,"LG06",15433561,0.0161
"2430",24025,"LG16",28685001,0.0058
"2431",24028,"LG06",10474106,0.0378
"2432",24031,"LG21",20491855,0.0179
"2433",24036,"LG15",15428650,0.0467
"2434",24039,"LG13",12372313,0.9291
"2435",24083,"LG01",4439028,0.7816
"2436",24098,"LG14",11755005,0.0031
"2437",24099,"LG02",13321868,0.0391
"2438",24101,"LG02",21722681,0.1411
"2439",24102,"LG02",20941121,0.0168
"2440",24117,"LG09",13296746,-0.001
"2441",24126,"LG06",2155760,0.0096
"2442",24147,"LG12",24341605,0.1937
"2443",24148,"LG02",9902304,0.0518
"2444",24158,"LG20",1953008,0.0625
"2445",24167,"LG14",2490084,0.0115
"2446",24168,"LG11",20084116,0.031
"2447",24171,"LG12",18098743,0.0143
"2448",24194,"LG03",23926965,0.0465
"2449",24196,"LG11",3832245,0.2
"2450",24203,"LG03",16651829,0.2672
"2451",24219,"LG16",8745678,0.3202
"2452",24223,"LG03",20683932,0.3201
"2453",24226,"LG11",13148494,0.3297
"2454",24232,"LG23",11789069,0.0867
"2455",24239,"LG18",2126902,0.0236
"2456",24253,"LG08",25535822,0.0207
"2457",24265,"LG23",8127529,0.0613
"2458",24277,"LG13",14988666,0.1282
"2459",24288,"LG03",788105,0.0221
"2460",24306,"LG14",6017748,0.5174
"2461",24307,"LG10",18499922,-4e-04
"2462",24309,"LG21",9666423,0.2537
"2463",24324,"LG01",13359280,0.0305
"2464",24342,"LG14",9467759,0.3981
"2465",24359,"LG06",7772098,0.2251
"2466",24370,"LG03",10352186,0.0824
"2467",24372,"LG01",17254201,0.0143
"2468",24374,"LG14",26250745,0.1102
"2469",24384,"LG08",13756394,0.0553
"2470",24394,"LG06",6040318,0
"2471",24399,"LG02",10882413,0.3011
"2472",24407,"LG18",21802361,0.1417
"2473",24409,"LG05",14290735,0.0314
"2474",24415,"LG08",18766557,0.0513
"2475",24416,"LG01",12866975,0.0269
"2476",24433,"LG21",13109523,0.0818
"2477",24440,"LG07",18792489,0.0289
"2478",24451,"LG14",4188617,0.981
"2479",24454,"LG21",6228229,-0.0016
"2480",24464,"LG13",5444037,0.8204
"2481",24465,"LG01",11562805,0.0147
"2482",24470,"LG12",19492656,0.0867
"2483",24471,"LG21",6153504,0.0555
"2484",24473,"LG13",19295333,0.0835
"2485",24483,"LG14",23231740,0.0043
"2486",24484,"LG13",16647584,0.1543
"2487",24485,"LG15",25286539,0.2404
"2488",24501,"LG21",11113855,0.0125
"2489",24504,"LG05",11587563,-0.0014
"2490",24510,"LG21",7237527,0.0889
"2491",24518,"LG23",16153639,0.0139
"2492",24543,"LG13",13571484,0.0587
"2493",24544,"LG22",5932831,0.0122
"2494",24546,"LG01",15695766,8e-04
"2495",24562,"LG05",23204546,0.1111
"2496",24563,"LG19",14761731,0.8718
"2497",24578,"LG19",13611823,0.0086
"2498",24591,"LG10",15711501,0.1186
"2499",24597,"LG13",9929672,0.0183
"2500",24598,"LG08",25091572,0.0543
"2501",24605,"LG12",4863168,0.2564
"2502",24621,"LG04",7835287,0.1651
"2503",24642,"LG04",29224003,6e-04
"2504",24643,"LG01",8762661,0.9514
"2505",24647,"LG12",4462842,0.2971
"2506",24649,"LG12",12170251,0.3181
"2507",24659,"LG10",9903825,0.1188
"2508",24664,"LG22",3891485,0.1905
"2509",24673,"LG01",12331744,0.6858
"2510",24683,"LG08",25350262,0.3523
"2511",24684,"LG07",21989767,0.0422
"2512",24691,"LG20",8312312,0.0348
"2513",24698,"LG18",19941705,0.0073
"2514",24712,"LG03",16739655,0.0775
"2515",24725,"LG17",11946303,0.0252
"2516",24739,"LG12",19685379,0.0209
"2517",24742,"LG22",8820938,0.0525
"2518",24774,"LG17",7625576,0.1605
"2519",24801,"LG14",27298761,0.0623
"2520",24823,"LG18",2035672,0.0295
"2521",24824,"LG14",18241278,0.1522
"2522",24827,"LG15",23141315,0.0222
"2523",24839,"LG08",18959095,0.0061
"2524",24841,"LG16",2273141,0.0514
"2525",24866,"LG01",21344701,0.106
"2526",24867,"LG13",15382442,0.1571
"2527",24868,"LG06",17520164,0.1547
"2528",24874,"LG01",6163947,0.0464
"2529",24876,"LG06",3270632,0.0433
"2530",24891,"LG19",2930447,0.2445
"2531",24899,"LG12",19056276,0.0043
"2532",24920,"LG05",19158882,0.0364
"2533",24924,"LG19",19772698,0.2439
"2534",24934,"LG01",22930946,0.101
"2535",24941,"LG11",20323618,0.2072
"2536",24948,"LG11",7510007,5e-04
"2537",24955,"LG19",9644125,0.189
"2538",24967,"LG02",6619063,0.0866
"2539",24977,"LG21",11965510,0.0177
"2540",24980,"LG21",14333627,-0.0018
"2541",24986,"LG22",10906649,0.125
"2542",24990,"LG05",20206853,0.0309
"2543",24994,"LG21",12031059,0.2245
"2544",24997,"LG10",4867288,0.3074
"2545",24999,"LG07",21196618,0.0136
"2546",25012,"LG04",13867153,0.029
"2547",25032,"LG07",28063039,0.1666
"2548",25046,"LG18",7796759,0.0428
"2549",25048,"LG12",12140034,0.0581
"2550",25050,"LG01",6778344,0.0207
"2551",25060,"LG19",6221949,0.0133
"2552",25063,"LG13",18266311,0.0361
"2553",25065,"LG19",9758371,0.0359
"2554",25074,"LG07",30398559,0.4064
"2555",25094,"LG21",16089239,-0.0018
"2556",25095,"LG01",28089675,0.032
"2557",25102,"LG16",8142105,0.0163
"2558",25103,"LG17",9311094,0.0426
"2559",25121,"LG15",4349410,0.0133
"2560",25122,"LG22",9982884,0.0749
"2561",25129,"LG17",588319,0.3904
"2562",25138,"LG15",17684197,0.2704
"2563",25151,"LG04",33904455,0.0594
"2564",25162,"LG22",10693061,0.0973
"2565",25164,"LG03",21493309,0.0136
"2566",25187,"LG18",16918929,0.1321
"2567",25199,"LG15",25487648,0.0726
"2568",25208,"LG19",8213158,0.0199
"2569",25211,"LG06",6700502,0.006
"2570",25225,"LG11",8123880,0.7397
"2571",25240,"LG14",12018326,0.0033
"2572",25241,"LG12",13367902,0.7715
"2573",25244,"LG23",7799122,0.3537
"2574",25250,"LG10",4629105,0.7735
"2575",25252,"LG16",18107414,0.0691
"2576",25269,"LG09",3155786,0.0365
"2577",25273,"LG13",18720674,0.2572
"2578",25277,"LG08",15781964,0.0254
"2579",25286,"LG20",21677336,0.8572
"2580",25298,"LG20",11716998,0.234
"2581",25373,"LG14",23407876,0.0091
"2582",25475,"LG11",5805818,0.0249
