Locus	fst	chromosome	c.pos
16011	0.0102	PCodG	467916877
3175	-0.0071	PCodG	467972309
21482	0.0206	PCodG	468031545
12721	-0.0065	PCodG	468341522
14268	-0.0034	PCodG	468410732
18523	-0.0085	PCodG	468883542
9210	-0.0078	PCodG	468883630
24400	0.0073	PCodG	468943027
22530	0.0125	PCodG	469066072
287	-0.0013	PCodG	469169088
20500	-0.0013	PCodG	469247800
3460	0.0141	PCodG	469453083
23727	0.0082	PCodG	469465538
4892	0.0265	PCodG	469514289
17097	0.0479	PCodG	469787424
1711	0.0069	PCodG	469803874
13505	0.0439	PCodG	469965090
2998	0.01	PCodG	470381958
6230	-0.0075	PCodG	470539043
1660	0	PCodG	470608513
3825	0.0225	PCodG	471027685
5398	0.0058	PCodG	471210884
11113	-0.0012	PCodG	471230230
19141	-0.007	PCodG	471663808
22690	0.0782	PCodG	471712683
16933	0.0639	PCodG	471753403
21647	0.0119	PCodG	471839257
12705	0.0733	PCodG	472081617
10440	0.039	PCodG	472372902
512	-0.0052	PCodG	472483661
17497	0.1923	PCodG	472685077
8808	0.0211	PCodG	472776983
10139	0.0022	PCodG	472998029
6886	-0.0082	PCodG	473318176
24089	-0.0081	PCodG	474231418
22788	-0.0001	PCodG	474420125
19537	-0.0028	PCodG	474787828
10151	0.0407	PCodG	474864109
20928	0.0191	PCodG	474980018
13237	0.0041	PCodG	475042131
17624	0.0437	PCodG	475095648
25511	0.004	PCodG	475136383
10921	0.0026	PCodG	475245236
22858	0.0187	PCodG	475318732
18534	0.0203	PCodG	475418628
16153	0.119	PCodG	475474126
20424	0.012	PCodG	475603574
6773	0.051	PCodG	476017170
3076	-0.0067	PCodG	476054324
18094	-0.0058	PCodG	476147533
24062	-0.0053	PCodG	476516132
11422	-0.0074	PCodG	476519519
20624	0.006	PCodG	476583837
17837	-0.0006	PCodG	476606221
22085	0.039	PCodG	476616908
13104	-0.0003	PCodG	476676920
6735	-0.0028	PCodG	476689296
21907	-0.0074	PCodG	476728009
23082	0.0121	PCodG	476787452
13802	-0.0072	PCodG	476809592
7976	0.008	PCodG	476919401
4495	0.0147	PCodG	476948458
4508	0.0005	PCodG	477230684
15459	-0.0059	PCodG	477791304
18579	0.0445	PCodG	477882012
6637	0.0192	PCodG	478048549
5539	0.0309	PCodG	478187848
20689	0.097	PCodG	478410858
6845	-0.0059	PCodG	478492681
1729	0.012	PCodG	478979484
9987	-0.0041	PCodG	479169248
25187	0.052	PCodG	479843740
23095	-0.0019	PCodG	480080365
10761	0.0101	PCodG	480154478
25296	-0.0054	PCodG	480497942
20997	0.0281	PCodG	480500144
19513	0.0144	PCodG	480602003
1020	-0.0052	PCodG	480695447
14765	-0.0049	PCodG	480695535
3261	0.0558	PCodG	481045338
15248	-0.0063	PCodG	481262280
7847	0.1353	PCodG	481266096
9097	0.0473	PCodG	481418419
15185	-0.0072	PCodG	481656062
13610	0.0108	PCodG	481659469
8606	0.0682	PCodG	481784322
19181	0.0056	PCodG	481787588
12242	-0.0056	PCodG	481799558
24910	-0.001	PCodG	482022862
10595	-0.006	PCodG	482116471
14909	0.0261	PCodG	482150629
16931	-0.0032	PCodG	482218151
24478	-0.0033	PCodG	482255016
15207	-0.0082	PCodG	482337408
21666	0.0006	PCodG	482455228
10760	0.0436	PCodG	482538699
23494	0.0007	PCodG	482570161
4720	-0.007	PCodG	482570249
20517	-0.0043	PCodG	482848075
15488	0.0185	PCodG	482870975
13338	0.0241	PCodG	483160568
13124	0.0023	PCodG	483299012
4176	-0.0068	PCodG	483333293
21289	-0.0073	PCodG	483632645
7412	0.0064	PCodG	484595139
17875	0.0135	PCodG	484633008
17165	0.0187	PCodG	484896955
14174	0.0043	PCodG	485035764
18149	0.1106	PCodG	485095945
6065	0.0898	PCodG	485114802
5766	0.0489	PCodG	485427288
13152	-0.0063	PCodG	485465828
11951	-0.0048	PCodG	485468236
19630	0.0209	PCodG	485559844
17552	0.0748	PCodG	485657287
10620	-0.0066	PCodG	486532206
4062	-0.0024	PCodG	487155840
3834	-0.0066	PCodG	487505269
14371	-0.0008	PCodG	488128312
2623	-0.0073	PCodG	488186916
24891	0.0245	PCodG	488409513
13501	0.0071	PCodG	488409601
7421	0.0365	PCodG	488576553
22830	-0.0037	PCodG	488789666
13857	0.0154	PCodG	488980572
17619	-0.0078	PCodG	489026572
9331	-0.0058	PCodG	489573375
12294	0.0182	PCodG	490032143
7647	-0.0057	PCodG	490244052
6492	-0.005	PCodG	490748745
5617	0.0056	PCodG	490940581
3564	-0.0022	PCodG	490984891
6677	-0.0033	PCodG	491123758
14550	-0.0063	PCodG	491123846
888	0.0042	PCodG	491333894
23618	-0.0055	PCodG	492610085
15805	0.0932	PCodG	492648501
6563	0.0196	PCodG	492722344
11222	-0.0076	PCodG	493118570
21721	0.0289	PCodG	493164658
22653	-0.0051	PCodG	493334684
768	-0.0078	PCodG	493372610
25161	0.0186	PCodG	493489260
13856	0.0042	PCodG	493551142
18741	0.0453	PCodG	494074690
12068	0.0375	PCodG	494899914
20259	0.0322	PCodG	494914581
9168	0.0866	PCodG	494947435
8150	-0.0064	PCodG	494947523
13908	0.0411	PCodG	495064194
2279	0.0574	PCodG	495221470
25065	0.0199	PCodG	495237437
1770	0.0169	PCodG	495261045
3186	0.0068	PCodG	495284936
6520	0.0007	PCodG	495344909
19241	-0.0078	PCodG	495488125
8747	-0.0009	PCodG	495798222
17070	0.0431	PCodG	496556795
7731	0.015	PCodG	496568927
23368	0.0096	PCodG	496577452
22621	-0.0075	PCodG	497085717
11564	0.003	PCodG	497253738
13982	0.0183	PCodG	497368702
4744	-0.0023	PCodG	497396116
14475	0.0025	PCodG	497515787
22126	0.1569	PCodG	497526141
25624	0.0019	PCodG	497554839
19679	0.0434	PCodG	497629349
183	0.0086	PCodG	497636359
19269	0.0481	PCodG	497737943
9326	0.0155	PCodG	497739600
7333	0.0023	PCodG	498158284
3061	0.1227	PCodG	498207859
23858	-0.004	PCodG	498219580
694	-0.0028	PCodG	498572209
4536	-0.0059	PCodG	498766266
7335	0.0387	PCodG	498936743
236	0.0751	PCodG	499159656
15794	0.1337	PCodG	499303152
6408	-0.0062	PCodG	499677925
17635	0.0843	PCodG	499809732
9054	0.0632	PCodG	500095471
8690	-0.0037	PCodG	500171211
19854	-0.0035	PCodG	500255050
3351	0.0574	PCodG	500526264
12184	-0.0081	PCodG	500775511
5995	0.1118	PCodG	501066609
3416	0.0436	PCodG	501134357
6248	-0.0025	PCodG	501516122
22913	-0.0078	PCodG	501800655
23432	0.019	PCodG	501862055
20670	0.0046	PCodG	501971347
15598	0.023	PCodG	501994082
20444	0.0042	PCodG	502886576
6962	-0.0059	PCodG	503379588
13773	0.012	PCodG	503466601
13693	0.2448	PCodG	503865693
22655	0.0775	PCodG	503933146
24279	0.0214	PCodG	504240677
2709	0.0639	PCodG	504351750
16211	0.2254	PCodG	504389328
21317	0.0244	PCodG	504441653
9002	0.14	PCodG	504548892
21826	0.0179	PCodG	505054016
12309	0.0023	PCodG	505065992
18804	0.0022	PCodG	505115910
19011	0.231	PCodG	505225341
17128	0.0209	PCodG	505334807
11686	0.0085	PCodG	505482332
6443	-0.0003	PCodG	505747185
10199	0.0012	PCodG	505932050
6960	-0.0051	PCodG	506131372
8204	0.0867	PCodG	506243083
18222	0.1492	PCodG	506713665
22791	0.0005	PCodG	507061885
22284	-0.0064	PCodG	507061973
11609	0.1432	PCodG	507332380
23549	-0.0055	PCodG	507542402
6333	-0.0051	PCodG	507912654
12895	-0.0045	PCodG	507952789
514	0.003	PCodG	508068726
19731	0.0083	PCodG	508497554
14247	-0.0027	PCodG	508498039
24158	0.0187	PCodG	508608334
9131	-0.006	PCodG	508986207
23891	0.0158	PCodG	509433205
4499	0.0063	PCodG	509485291
5562	0.2936	PCodG	509929989
25483	0.1444	PCodG	509960195
19066	0.3002	PCodG	510095089
25009	-0.0034	PCodG	510148142
644	0.0097	PCodG	510842565
23920	-0.0013	PCodG	510861775
20186	0.0025	PCodG	511022053
12277	0.0146	PCodG	511023721
6279	-0.0066	PCodG	511559136
3900	0.0007	PCodG	511559224
579	-0.0072	PCodG	511687888
23026	-0.0014	PCodG	511732499
425	-0.0067	PCodG	511806539
5116	-0.0059	PCodG	511806627
4172	0.0001	PCodG	511821142
19061	0.0748	PCodG	511916927
20372	-0.0002	PCodG	512342350
1452	0.0179	PCodG	512353146
14049	-0.0016	PCodG	512405492
15251	0.1128	PCodG	512419004
10530	0.0111	PCodG	512451461
9565	0.0469	PCodG	513015635
18733	0.0432	PCodG	513139046
18641	0.0018	PCodG	513183803
1323	-0.0063	PCodG	513195033
10711	-0.006	PCodG	513240322
1285	-0.0076	PCodG	513328693
10529	0.0141	PCodG	513357036
15808	0.017	PCodG	513441410
9726	0.0281	PCodG	513618894
16812	0.0439	PCodG	514050538
8915	0.0041	PCodG	514611051
12432	0.1135	PCodG	514792429
21762	-0.0068	PCodG	514795061
15066	-0.0035	PCodG	514964993
9855	0.0699	PCodG	515100898
769	0.0206	PCodG	515110943
2880	0.0771	PCodG	515111031
4066	0.012	PCodG	515598207
12693	0.0035	PCodG	515651085
16458	0.1409	PCodG	515728339
3405	0.0887	PCodG	515851795
12320	0.0535	PCodG	515863363
3019	0.0409	PCodG	515917027
12520	0.0206	PCodG	515964640
24	0.1863	PCodG	516047873
19541	0.0003	PCodG	516249801
5654	0.1881	PCodG	516693378
10732	-0.0006	PCodG	517364103
11146	0.0728	PCodG	517364191
15373	0.0216	PCodG	517558064
8534	0.0199	PCodG	517558152
54	0.0407	PCodG	517567213
12479	-0.0012	PCodG	517731729
6576	-0.0056	PCodG	517814632
14803	0.058	PCodG	517901563
21097	0.0134	PCodG	518402122
20859	0.039	PCodG	518710366
22336	-0.0049	PCodG	519132753
1469	0.0103	PCodG	519218309
18793	0.0255	PCodG	519250295
15531	0.195	PCodG	519882068
22001	0.005	PCodG	519915045
8873	0.0186	PCodG	520042336
3138	0.2354	PCodG	520097881
5155	0.0613	PCodG	520099671
19758	0.0365	PCodG	520358756
1229	0.0491	PCodG	520358844
18306	0.0897	PCodG	520737756
23331	0.0914	PCodG	521200151
2417	0.2681	PCodG	521210420
21100	0.0328	PCodG	521790903
14311	0.0252	PCodG	522001132
9008	0.0131	PCodG	522378161
10160	0.0337	PCodG	522439004
24005	0.1108	PCodG	522920778
6947	-0.0004	PCodG	522961375
24646	-0.0041	PCodG	523021734
19304	-0.003	PCodG	523025983
25052	0.0432	PCodG	523501614
7992	0.0196	PCodG	523837245
18770	0.0447	PCodG	523952501
10836	-0.0019	PCodG	523979357
9274	0.003	PCodG	523994341
13399	-0.0074	PCodG	524778362
9085	0.058	PCodG	525472045
22423	0.013	PCodG	525666175
23520	0.1408	PCodG	525765273
19528	-0.005	PCodG	526149997
18760	-0.0037	PCodG	526282918
5148	-0.0047	PCodG	526283006
20239	0.1461	PCodG	526324755
18703	-0.0081	PCodG	526367921
18142	0.0128	PCodG	526569647
21748	-0.0034	PCodG	526720642
22761	0.0189	PCodG	526722689
1254	-0.0056	PCodG	526754884
15639	0.0017	PCodG	527174128
1092	-0.0052	PCodG	527356872
14764	0.0022	PCodG	527469251
4766	0.1145	PCodG	527804024
14236	-0.0029	PCodG	528413638
9970	0.0631	PCodG	528455527
594	-0.0056	PCodG	528642757
15293	0.0273	PCodG	528701713
7127	0.0617	PCodG	528767612
13641	0.0614	PCodG	528805090
9355	0.0187	PCodG	529109303
3023	0.0496	PCodG	529715295
20612	0.112	PCodG	529900082
18835	0.0573	PCodG	530061558
11889	-0.0022	PCodG	530073979
9218	0.0299	PCodG	530171788
15667	0.0003	PCodG	530311993
11580	0.0139	PCodG	530469526
10738	0.0515	PCodG	530731625
4911	-0.0078	PCodG	530747600
20336	0.0671	PCodG	532544081
23364	-0.0036	PCodG	532756337
17149	0.2284	PCodG	533120070
14912	0.0204	PCodG	533403921
17237	-0.0032	PCodG	533801975
4541	-0.0063	PCodG	534055341
20543	-0.0076	PCodG	534055429
3420	-0.0051	PCodG	534117808
1911	0.2322	PCodG	534382499
20795	0.0509	PCodG	534393217
19	0.0187	PCodG	534836552
8471	-0.0037	PCodG	535636171
21996	0.0194	PCodG	535694818
9134	0.0001	PCodG	535815045
8514	0.0033	PCodG	535916800
18063	0.0676	PCodG	535923836
11443	0.0442	PCodG	535955916
24292	0.0084	PCodG	536085653
15306	-0.0029	PCodG	536111914
8026	-0.0052	PCodG	536127018
17350	0.0906	PCodG	536127106
7789	0.0914	PCodG	536177582
4570	-0.0019	PCodG	536230780
20532	0.0083	PCodG	536306570
3797	0.0423	PCodG	536527213
3303	-0.0049	PCodG	536839723
14213	0.0497	PCodG	536861577
6988	0.0679	PCodG	536930236
14741	0.0682	PCodG	536957875
24471	0.0679	PCodG	536957963
24454	0.0081	PCodG	537032688
10226	0.0815	PCodG	537616453
24510	0.0011	PCodG	538041986
5765	0.1121	PCodG	538194265
3000	0.0193	PCodG	538263657
10552	0.0001	PCodG	538310714
16963	0.0266	PCodG	538347443
16	0.0041	PCodG	538548171
15039	-0.0066	PCodG	538548259
10576	-0.0068	PCodG	538847787
2694	0.0195	PCodG	539247127
19138	0.0583	PCodG	539390464
12775	0.0003	PCodG	539469247
700	0.019	PCodG	539890306
4214	0.0096	PCodG	539926066
2677	0.0176	PCodG	540282310
25205	0.0316	PCodG	540338859
463	0.044	PCodG	540443026
24309	-0.0068	PCodG	540470882
21559	0.0388	PCodG	540500788
4207	-0.0033	PCodG	540537329
25322	-0.0052	PCodG	540538338
17254	0.0441	PCodG	540644438
805	0.0138	PCodG	540661057
19022	0.0277	PCodG	540764448
6028	0.1615	PCodG	540940131
2135	0.0191	PCodG	540940219
9852	-0.005	PCodG	540941717
10441	-0.0016	PCodG	541463326
9865	0.0602	PCodG	541739762
3902	-0.0079	PCodG	541993216
7315	0.0811	PCodG	542261025
18476	0.0197	PCodG	542478865
24994	-0.0052	PCodG	542835518
3501	0.0186	PCodG	542916586
8831	0.0186	PCodG	543107223
1933	-0.0014	PCodG	543249047
3298	-0.0058	PCodG	543518453
24433	0.0232	PCodG	543913982
10501	0.069	PCodG	543952372
3342	0.0476	PCodG	544036775
8979	0.0024	PCodG	544359831
24980	0.027	PCodG	545138086
10953	0.0187	PCodG	545149657
612	0.0115	PCodG	545812719
18047	0.0366	PCodG	545966819
4100	-0.0067	PCodG	546022548
1503	-0.002	PCodG	546083682
4036	0.0629	PCodG	546121366
13552	0.012	PCodG	546126270
19821	0.0036	PCodG	546436087
20688	0.0223	PCodG	546710026
18512	0.0591	PCodG	546717518
6085	0.0439	PCodG	546762365
17523	0.0302	PCodG	547056328
3867	-0.0072	PCodG	547056416
15526	0.0211	PCodG	547081799
93	0.0347	PCodG	547240116
9192	-0.0061	PCodG	547248385
23626	0.0003	PCodG	547691183
23252	-0.0064	PCodG	547736230
7688	0.1018	PCodG	548341759
6314	-0.0074	PCodG	548439073
10785	0.0327	PCodG	548579500
12506	-0.0029	PCodG	548777969
3	0.0063	PCodG	548832167
12430	-0.0044	PCodG	548960840
9766	-0.0017	PCodG	549057422
23590	0.1089	PCodG	549068408
8409	0.0195	PCodG	549135403
4148	-0.0063	PCodG	549185835
3622	-0.0043	PCodG	549186540
19039	-0.0053	PCodG	549216450
2601	0.0684	PCodG	550388991
7988	0.0604	PCodG	550406260
7703	-0.005	PCodG	550429615
2261	0.0155	PCodG	550572996
3855	-0.0052	PCodG	550718421
17578	0.0654	PCodG	550758771
19650	0.1881	PCodG	551172382
16059	0.0023	PCodG	551204967
21833	0.1826	PCodG	551211010
17860	0.0523	PCodG	551382408
14902	0.0487	PCodG	551479105
19666	0.0631	PCodG	551595079
14221	0.1128	PCodG	551632394
2366	0.0445	PCodG	551814472
18581	0.0139	PCodG	551948304
3043	0.0189	PCodG	551966394
12049	-0.0047	PCodG	552627075
21920	0.0192	PCodG	552761364
16615	0.0187	PCodG	552979416
12255	0.0156	PCodG	553026958
9323	0.0189	PCodG	553064249
21558	0.0188	PCodG	553225262
2762	-0.0026	PCodG	553437210
16563	0.0188	PCodG	553453717
14698	0.1192	PCodG	553720523
25554	0.0482	PCodG	553859495
18398	0.0002	PCodG	554361304
23429	-0.0009	PCodG	555093798
11851	0.0355	PCodG	555538455
12449	0.0416	PCodG	555538544
160	-0.001	PCodG	555580266
19384	0.0406	PCodG	555788353
15948	0.0021	PCodG	555836619
9184	-0.006	PCodG	555990228
18704	-0.007	PCodG	556064387
3780	-0.0036	PCodG	556125318
951	0.0017	PCodG	556737041
10150	0.0406	PCodG	556840761
23351	-0.0075	PCodG	556952317
24664	-0.0055	PCodG	557206248
18318	0.0159	PCodG	557286715
15841	0.0773	PCodG	557352003
23950	0.1052	PCodG	557352092
11469	-0.0051	PCodG	557431505
6318	0.0457	PCodG	557469837
18108	0.0407	PCodG	557576585
6617	0.0098	PCodG	557633124
6388	-0.0009	PCodG	557702943
23060	-0.0041	PCodG	557739718
17512	0.0193	PCodG	557759213
15098	-0.007	PCodG	557861885
5016	0.06	PCodG	557861973
22905	-0.0078	PCodG	557930041
18331	0.0587	PCodG	558109195
16037	-0.0051	PCodG	558123716
13608	0.1494	PCodG	558297742
1590	-0.0009	PCodG	558627168
5516	0.0438	PCodG	558696185
6306	0.0048	PCodG	559131605
23152	0.0861	PCodG	559342552
613	-0.0069	PCodG	559342936
21924	0.05	PCodG	559517561
1294	0.0377	PCodG	560019988
21084	0.0521	PCodG	560327469
20242	-0.0073	PCodG	560448505
21106	0.079	PCodG	560934881
14466	0.0006	PCodG	560996725
2950	-0.0056	PCodG	561059429
6802	0.1387	PCodG	561238999
23922	0.02	PCodG	561446587
4458	0.0682	PCodG	561545881
14269	0.0437	PCodG	561799576
13712	0.0074	PCodG	562078264
22445	-0.0037	PCodG	562134513
24742	0.0005	PCodG	562135701
4174	0.0186	PCodG	562361844
4081	-0.0062	PCodG	562545007
17004	0.1891	PCodG	562607436
20082	0.0025	PCodG	563437870
6983	0.0898	PCodG	563516132
3413	0.0861	PCodG	563984806
25162	0.0625	PCodG	564007824
19286	0.0186	PCodG	564016992
20462	0.008	PCodG	564063806
22899	0.3544	PCodG	564165445
24986	0.0107	PCodG	564221412
22022	-0.0038	PCodG	564495730
22061	-0.0004	PCodG	564537152
21537	-0.0073	PCodG	564759752
1739	0.0201	PCodG	564990716
1253	0.0689	PCodG	565233881
23361	-0.0051	PCodG	565443965
23721	-0.0062	PCodG	565620807
13934	0.0111	PCodG	565910225
792	0.0098	PCodG	566894733
6565	0.0752	PCodG	566968758
17600	0.0036	PCodG	567011060
13531	-0.0068	PCodG	567405293
14592	-0.0075	PCodG	567660237
9610	0.0071	PCodG	567956603
12762	0.0189	PCodG	568070422
7205	0.1624	PCodG	568283927
5030	0.0378	PCodG	568361567
4440	0.0775	PCodG	568417811
20835	0.0025	PCodG	568545018
8056	0.0817	PCodG	568555755
7206	0.0626	PCodG	569361212
22349	-0.0035	PCodG	569430098
5035	0.0196	PCodG	569485731
21060	0.0748	PCodG	569538770
2554	0.0173	PCodG	569558666
23115	0.0008	PCodG	569558666
1349	-0.0058	PCodG	569776267
6989	0.0967	PCodG	569799426
2718	0.1916	PCodG	569841668
9705	0.0857	PCodG	569913094
10316	0.0128	PCodG	569929568
21671	0.0005	PCodG	570098983
1889	0.0191	PCodG	570453526
9347	-0.0075	PCodG	570458703
19502	0.0037	PCodG	570483956
7583	0.0217	PCodG	570526356
11144	0.0018	PCodG	570591926
17615	0.0025	PCodG	570688062
16393	0.0025	PCodG	571031551
10134	0.0128	PCodG	571492358
1629	-0.0056	PCodG	572012679
11611	0.0287	PCodG	572257834
8484	0.0077	PCodG	572344095
525	-0.003	PCodG	572438747
3196	0.0551	PCodG	572471242
12937	-0.0067	PCodG	572551315
11537	0.0631	PCodG	572728219
24734	0.0027	PCodG	572810403
6913	0.0295	PCodG	572962747
12711	0.0956	PCodG	573016249
4759	0.0122	PCodG	573124549
647	0.0067	PCodG	573186855
22364	0.013	PCodG	573264857
20374	0.0096	PCodG	573264945
9275	0.0277	PCodG	573360810
5813	-0.0059	PCodG	573505764
8289	0.1031	PCodG	573774585
14296	0.0045	PCodG	573954137
13379	0.0428	PCodG	574550545
4539	0.0637	PCodG	575243293
24979	0.103	PCodG	575297284
2382	0.0148	PCodG	575620953
22328	0.0742	PCodG	575738954
1939	0.0295	PCodG	575997615
20486	-0.0016	PCodG	576267050
22386	0.0292	PCodG	576383023
16861	-0.0053	PCodG	576417321
22992	0.0256	PCodG	576532054
17461	0.0004	PCodG	576613105
5776	-0.0051	PCodG	576648612
22242	0.0749	PCodG	576706865
3499	0.0325	PCodG	576781483
14115	0.0256	PCodG	576852211
23608	0.0303	PCodG	577107126
2309	0.0061	PCodG	577844471
2498	0.0175	PCodG	577881127
14710	0.0206	PCodG	578196166
6816	0.0105	PCodG	578259374
4332	-0.0077	PCodG	578571753
12568	0.0272	PCodG	578599448
16418	0.0194	PCodG	578956759
14305	-0.0004	PCodG	579853259
9492	-0.0052	PCodG	579991923
8554	0.02	PCodG	580015929
5744	-0.0073	PCodG	580099443
5431	0.0439	PCodG	580465661
22842	-0.0078	PCodG	580540173
5859	-0.0097	PCodG	580985443
15780	-0.0073	PCodG	581025681
16790	0.0191	PCodG	581372167
24136	0.0639	PCodG	581935528
17917	0.0076	PCodG	581961167
13656	-0.0081	PCodG	581990242
11343	0.0397	PCodG	581990330
11211	0.0262	PCodG	582380339
8936	0.0033	PCodG	582499825
13253	0.1088	PCodG	582779592
13756	0.0842	PCodG	582801617
5633	0.0203	PCodG	583047236
17892	0.0825	PCodG	583075690
630	0.103	PCodG	583075778
24265	0.0005	PCodG	583177995
12886	0.0491	PCodG	583248465
10928	-0.0046	PCodG	583401671
392	0.0121	PCodG	583401759
14913	-0.0051	PCodG	583403107
6080	0.0437	PCodG	583403195
25016	0.0295	PCodG	583711846
13432	-0.0051	PCodG	583714889
15122	-0.0052	PCodG	583758687
15171	0.0894	PCodG	584333679
7627	-0.0069	PCodG	584354061
5538	0.027	PCodG	584666560
16231	0.062	PCodG	584775190
16517	0.0754	PCodG	584950275
11675	0.0001	PCodG	585031273
5662	-0.0015	PCodG	585167404
6846	0.0096	PCodG	585410385
16180	-0.0058	PCodG	585559592
7216	0.0006	PCodG	586332254
16098	-0.0103	PCodG	586479010
13620	-0.0064	PCodG	586736281
24232	0.017	PCodG	586839535
10598	0.0317	PCodG	586963166
899	-0.0066	PCodG	586963254
23426	0.0676	PCodG	587557885
12555	0.0538	PCodG	587652304
15958	0.1582	PCodG	588027819
25035	-0.007	PCodG	588079191
16748	0.032	PCodG	588625818
19768	0.0101	PCodG	589042840
13650	0.0156	PCodG	589187143
2603	0.0055	PCodG	589443432
18938	-0.0058	PCodG	589639858
3238	0.0094	PCodG	589651382
11761	0.1064	PCodG	589826091
21863	0.3265	PCodG	589890562
739	0.021	PCodG	589931602
13462	0.0185	PCodG	590045845
5310	-0.0046	PCodG	590051302
8907	0.052	PCodG	590215393
25588	0.0036	PCodG	590520248
3814	0.0523	PCodG	591053812
14491	0.0099	PCodG	591204193
12600	0.0244	PCodG	591721668
941	0.1661	PCodG	591829800
16865	0.0183	PCodG	591915836
10498	0.087	PCodG	591951998
23991	0.1086	PCodG	592136120
11336	-0.0054	PCodG	592165110
2985	0.0097	PCodG	592217303
671	-0.0067	PCodG	592428415
16902	0.0683	PCodG	592447050
21798	0.0065	PCodG	592449192
12615	0.0183	PCodG	592513599
5201	0.0939	PCodG	592931398
5227	-0.0065	PCodG	593035957
8149	0.0671	PCodG	593261514
16654	0.0257	PCodG	593517774
9941	0.0434	PCodG	593557884
7620	0.0132	PCodG	593630204
7283	0.1242	PCodG	593708956
12758	-0.0066	PCodG	593855210
10675	0.0406	PCodG	594122261
23124	0.131	PCodG	594595274
16157	0.0247	PCodG	594700111
23156	0.0196	PCodG	594769197
20083	-0.0064	PCodG	594927416
15560	-0.0034	PCodG	594994855
14591	-0.003	PCodG	595572382
4285	-0.0066	PCodG	595666008
17971	0.1299	PCodG	595918912
10514	-0.0068	PCodG	596258422
6329	0.0191	PCodG	596937430
12559	-0.0001	PCodG	596997639
10445	0.0082	PCodG	597132413
962	0.0023	PCodG	597383081
13523	0.026	PCodG	597429277
17899	0.0016	PCodG	597686534
10820	0.0075	PCodG	597874266
22923	0.0886	PCodG	597960145
7754	0.0682	PCodG	598016948
14591	0.0023	PCodG	595572382
4285	-0.0007	PCodG	595666008
17971	0.1365	PCodG	595918912
10514	-0.003	PCodG	596258422
6329	-0.004	PCodG	596937430
12559	0.0006	PCodG	596997639
10445	0.0106	PCodG	597132413
962	-0.0028	PCodG	597383081
13523	0.0363	PCodG	597429277
17899	-0.0048	PCodG	597686534
10820	0.0056	PCodG	597874266
22923	0.0752	PCodG	597960145
7754	0.0572	PCodG	598016948
