Locus	Fwc(is)	Fwc(st)	Fwc(it)
19813_41        -0.0000        -           -   
19817_91        -0.0000        -           -   
19822_40         0.0000        -           -   
19833_66        -0.0000        -           -   
19857_70         0.0000        -           -   
19858_41        -0.0000        -           -   
19868_88        -0.0345        -           -   
19872_80         0.0000        -           -   
19881_70        -0.0000        -           -   
19883_74        -0.0032        -           -   
19885_44         0.0000        -           -   
19886_85         0.0000        -           -   
19912_90         0.0000        -           -   
19929_69         0.0457        -           -   
19947_77         0.0342        -           -   
19951_82         0.3146        -           -   
19955_54         0.0000        -           -   
19959_32        -0.0000        -           -   
19962_87        -0.0060        -           -   
19963_50        -0.0074        -           -   
19979_69         0.0000        -           -   
19985_59         0.0000        -           -   
19989_69        -0.0000        -           -   
19992_53        -0.0074        -           -   
19998_55         0.0000        -           -   
20003_77        -0.0000        -           -   
20008_50         0.1886        -           -   
20016_63        -0.0159        -           -   
20032_40         0.6183        -           -   
20035_45        -0.0024        -           -   
20037_38         0.0408        -           -   
20049_73         0.0000        -           -   
20052_57         0.1644        -           -   
20064_40         0.0000        -           -   
20075_45         0.3148        -           -   
20079_35        -0.0028        -           -   
20080_50        -0.0025        -           -   
20081_32         0.3243        -           -   
20086_85        -0.0000        -           -   
20087_52         0.0000        -           -   
20099_77         0.0000        -           -   
20105_82         0.3425        -           -   
20106_77         0.0000        -           -   
20118_61         0.0000        -           -   
20124_40        -0.0000        -           -   
20126_34        -0.0000        -           -   
20132_61         0.0000        -           -   
20142_91        -0.0000        -           -   
20147_35         0.0000        -           -   
20163_53         0.1621        -           -   
20173_36        -0.0000        -           -   
20180_34         0.0000        -           -   
20181_62         0.2376        -           -   
20184_54         0.0583        -           -   
20189_47         0.0727        -           -   
20194_67         0.2654        -           -   
20200_82        -0.0000        -           -   
20227_34         0.8107        -           -   
20242_58         0.0968        -           -   
20247_66         0.0000        -           -   
20248_54         0.1041        -           -   
20253_33         0.0000        -           -   
20265_35         1.0000        -           -   
20284_85         0.1389        -           -   
20294_30        -0.0023        -           -   
20317_87         0.5488        -           -   
20320_77         0.5666        -           -   
20324_69        -0.0050        -           -   
20327_79        -0.0000        -           -   
20344_34        -0.0146        -           -   
20349_75        -0.0000        -           -   
20361_70         0.0000        -           -   
20366_47        -0.0000        -           -   
20369_62        -0.0000        -           -   
20373_70         0.0000        -           -   
20374_72         0.0085        -           -   
20379_70         0.1728        -           -   
20392_66         0.1180        -           -   
20394_62         0.6653        -           -   
20404_57        -0.0000        -           -   
20411_38         0.0000        -           -   
20412_30        -0.0025        -           -   
20414_70        -0.0461        -           -   
20415_91         0.2624        -           -   
20424_33        -0.0010        -           -   
20428_84        -0.0025        -           -   
20436_40        -0.0062        -           -   
20445_66         0.0000        -           -   
20448_84         0.0000        -           -   
20464_88        -0.0188        -           -   
20470_88         0.0000        -           -   
20473_66        -0.0647        -           -   
20479_28         0.0000        -           -   
20481_70        -0.2605        -           -   
20496_60         0.0569        -           -   
20501_35        -0.0000        -           -   
20504_87        -0.0494        -           -   
20515_91         0.0000        -           -   
20521_36         0.0000        -           -   
20529_90         0.0000        -           -   
20531_49         0.0000        -           -   
20539_65         0.0941        -           -   
20546_42        -0.0178        -           -   
20550_38        -0.0000        -           -   
20554_75         1.0000        -           -   
20555_53        -0.0000        -           -   
20560_56         0.0000        -           -   
20568_56        -0.0140        -           -   
20576_55         0.1370        -           -   
20587_49        -0.0354        -           -   
20588_36         0.0000        -           -   
20591_89        -0.0000        -           -   
20593_64        -0.0000        -           -   
20595_54         0.0000        -           -   
20605_50        -0.0000        -           -   
20607_65         0.6653        -           -   
20614_65        -0.0000        -           -   
20616_90        -0.0246        -           -   
20625_85         0.0850        -           -   
20630_37        -0.0000        -           -   
20658_44         0.2224        -           -   
20672_67        -0.0000        -           -   
20678_86        -0.0058        -           -   
20685_34        -0.0000        -           -   
20686_62         0.0000        -           -   
20690_41        -0.0000        -           -   
20695_54        -0.0000        -           -   
20713_29         0.0000        -           -   
20714_70         0.1510        -           -   
20721_50        -0.0024        -           -   
20723_82        -0.0000        -           -   
20724_56         0.9490        -           -   
20740_83        -0.0082        -           -   
20764_48         0.1244        -           -   
20768_57        -0.0000        -           -   
20769_65        -0.0071        -           -   
20771_80         0.2777        -           -   
20777_66        -0.0000        -           -   
20788_86         0.7426        -           -   
20790_65         1.0000        -           -   
20800_60         0.0000        -           -   
20801_80         0.0000        -           -   
20802_51        -0.0024        -           -   
20803_37        -0.0016        -           -   
20804_91        -0.0000        -           -   
20805_78        -0.0024        -           -   
20811_86         0.0676        -           -   
20815_82        -0.0048        -           -   
20821_70        -0.0000        -           -   
20822_40        -0.0096        -           -   
20832_89        -0.0000        -           -   
20834_61         0.6507        -           -   
20837_42        -0.0072        -           -   
20839_61         0.0000        -           -   
20856_91        -0.0000        -           -   
20858_61        -0.0024        -           -   
20863_68         0.1597        -           -   
20868_74        -0.0000        -           -   
20871_81        -0.0099        -           -   
20873_82        -0.0000        -           -   
20880_89         0.3254        -           -   
20891_67        -0.0096        -           -   
20897_62         0.0060        -           -   
20901_82        -0.0000        -           -   
20904_86        -0.0216        -           -   
20906_48         0.0000        -           -   
20907_43         0.2988        -           -   
20911_57        -0.0181        -           -   
20914_46         0.0000        -           -   
20918_72        -0.0241        -           -   
20923_87         0.1971        -           -   
20924_32        -0.0050        -           -   
20935_77         0.0000        -           -   
20938_52         0.6832        -           -   
20940_44         0.0000        -           -   
20947_62         0.1221        -           -   
20960_49         0.0000        -           -   
20961_72        -0.0033        -           -   
20962_90        -0.0031        -           -   
20965_28        -0.0000        -           -   
20966_41         0.0000        -           -   
20979_34         0.0000        -           -   
20985_85         1.0000        -           -   
21029_47         0.0000        -           -   
21032_84        -0.0000        -           -   
21035_79         1.0000        -           -   
21040_91        -0.0000        -           -   
21041_62        -0.0000        -           -   
21044_65         0.2400        -           -   
21053_68        -0.0000        -           -   
21060_52         0.1135        -           -   
21062_30        -0.0000        -           -   
21066_41         0.0000        -           -   
21067_72        -0.0020        -           -   
21068_52        -0.0000        -           -   
21070_85         0.0000        -           -   
21091_30        -0.0000        -           -   
21096_50        -0.0120        -           -   
21111_85         0.2772        -           -   
21117_83        -0.0000        -           -   
21129_59         0.0000        -           -   
21131_90         0.2919        -           -   
21135_33         0.0000        -           -   
21145_52         0.5253        -           -   
21146_77        -0.0049        -           -   
21155_79         0.0000        -           -   
21158_37         0.0000        -           -   
21164_85         0.0000        -           -   
21168_58         0.0000        -           -   
21171_44        -0.0000        -           -   
21173_89        -0.0000        -           -   
21181_80        -0.0024        -           -   
21182_39         0.0000        -           -   
21183_89        -0.0000        -           -   
21192_65         0.0000        -           -   
21193_86         0.0000        -           -   
21200_53        -0.0000        -           -   
21207_41         0.2343        -           -   
21209_73         0.1951        -           -   
21210_85        -0.0000        -           -   
21217_90        -0.0033        -           -   
21218_45         0.0000        -           -   
21221_37        -0.0000        -           -   
21222_91        -0.0000        -           -   
21231_68        -0.0000        -           -   
21239_77         0.0829        -           -   
21253_74         0.0000        -           -   
21254_72        -0.0438        -           -   
21261_38         0.0922        -           -   
21264_29         0.1099        -           -   
21268_83        -0.0191        -           -   
21283_76        -0.0151        -           -   
21284_56        -0.0024        -           -   
21287_55         0.0000        -           -   
21297_85        -0.0016        -           -   
21301_65         0.2213        -           -   
21303_35         0.0000        -           -   
21306_86         0.0000        -           -   
21321_72        -0.0080        -           -   
21323_55        -0.0028        -           -   
21330_63        -0.0000        -           -   
21335_70         0.0678        -           -   
21336_38        -0.0034        -           -   
21344_63         0.0410        -           -   
21349_80        -0.0000        -           -   
21350_50         0.2372        -           -   
21351_57        -0.0000        -           -   
21360_43         0.0120        -           -   
21371_66        -0.0171        -           -   
21375_43         0.0000        -           -   
21377_87        -0.0048        -           -   
21378_31         0.0000        -           -   
21379_81         0.0000        -           -   
21384_32         1.0000        -           -   
21387_37         0.1375        -           -   
21393_39         0.0000        -           -   
21394_65         0.0000        -           -   
21397_53        -0.0000        -           -   
21401_76         0.0000        -           -   
21407_58        -0.0000        -           -   
21410_85         0.0441        -           -   
21412_84         0.1689        -           -   
21413_28        -0.0000        -           -   
21415_57         0.0000        -           -   
21419_81         0.1000        -           -   
21430_91         0.0000        -           -   
21431_39         0.1150        -           -   
21435_89         0.0744        -           -   
21439_40         0.2170        -           -   
21443_39         0.0000        -           -   
21444_57        -0.0000        -           -   
21448_31        -0.0262        -           -   
21450_58         0.0511        -           -   
21451_88         0.1648        -           -   
21452_28         0.0000        -           -   
21458_83        -0.0147        -           -   
21469_46         0.0000        -           -   
21478_84        -0.0297        -           -   
21480_75        -0.0017        -           -   
21493_44         0.1992        -           -   
21494_75        -0.0173        -           -   
21507_57        -0.0000        -           -   
21513_76        -0.0000        -           -   
21522_32         0.0000        -           -   
21526_35         0.0684        -           -   
21529_61        -0.0031        -           -   
21534_67         0.0000        -           -   
21548_59         0.2265        -           -   
21554_42        -0.0000        -           -   
21564_71         0.0000        -           -   
21566_47         0.0614        -           -   
21568_62         0.0000        -           -   
21569_57        -0.0124        -           -   
21571_38         1.0000        -           -   
21579_90         0.0000        -           -   
21587_90        -0.0017        -           -   
21588_58        -0.0451        -           -   
21589_74        -0.0000        -           -   
21590_69         0.0908        -           -   
21591_83        -0.0033        -           -   
21594_74         0.2891        -           -   
21598_91         0.4813        -           -   
21602_47        -0.0000        -           -   
21622_42         0.0710        -           -   
21624_87        -0.0000        -           -   
21625_81        -0.0493        -           -   
21626_66         0.0000        -           -   
21627_77        -0.0050        -           -   
21639_31        -0.0039        -           -   
21663_33         0.0000        -           -   
21668_52        -0.0024        -           -   
21681_39         0.0636        -           -   
21686_36        -0.0000        -           -   
21687_75        -0.0028        -           -   
21688_76        -0.0033        -           -   
21690_56        -0.1653        -           -   
21696_74         0.0673        -           -   
21697_28        -0.0000        -           -   
21701_80        -0.0000        -           -   
21706_50         0.4162        -           -   
21715_79         0.2362        -           -   
21716_71         0.3199        -           -   
21717_53        -0.0000        -           -   
21721_90        -0.0303        -           -   
21724_57         0.1686        -           -   
21725_35        -0.0047        -           -   
21741_71         0.2364        -           -   
21743_84        -0.0000        -           -   
21745_28         0.0000        -           -   
21755_44         0.4402        -           -   
21757_51        -0.0000        -           -   
21772_78         0.0000        -           -   
21780_91         0.1409        -           -   
21787_85        -0.0043        -           -   
21791_41         0.0000        -           -   
21796_40         0.0000        -           -   
21797_52         0.5041        -           -   
21799_79         0.0903        -           -   
21811_60         0.3786        -           -   
21815_37         0.1805        -           -   
21823_52         0.2805        -           -   
21832_33         0.0000        -           -   
21838_64         0.3073        -           -   
21840_87        -0.0000        -           -   
21841_75         0.4375        -           -   
21842_43        -0.0024        -           -   
21850_90        -0.0077        -           -   
21853_91        -0.0122        -           -   
21855_47         0.0991        -           -   
21857_51        -0.0059        -           -   
21861_80         0.0000        -           -   
21864_66        -0.0034        -           -   
21865_33        -0.0000        -           -   
21867_32         0.0000        -           -   
21869_33        -0.0000        -           -   
21873_45        -0.0047        -           -   
21882_83         0.0000        -           -   
21890_76         0.0000        -           -   
21898_30         0.3742        -           -   
21902_47         0.0000        -           -   
21910_91         0.1136        -           -   
21912_88        -0.0017        -           -   
21914_84         1.0000        -           -   
21927_82        -0.0108        -           -   
21929_75        -0.0000        -           -   
21936_77        -0.0000        -           -   
21939_83         0.0317        -           -   
21942_39        -0.0000        -           -   
21947_81         0.0000        -           -   
21954_54         0.0985        -           -   
21956_59        -0.0000        -           -   
21957_59        -0.0097        -           -   
21962_51        -0.0000        -           -   
21964_35         0.2055        -           -   
21966_32         0.5113        -           -   
21975_46         0.0559        -           -   
21977_32        -0.0025        -           -   
21978_73         0.0000        -           -   
21982_54         0.0000        -           -   
21985_75        -0.4497        -           -   
21988_51        -0.0000        -           -   
21993_75        -0.0000        -           -   
22019_90         0.3263        -           -   
22024_66         0.0000        -           -   
22027_49         0.0000        -           -   
22038_84         0.5964        -           -   
22042_71        -0.0000        -           -   
22045_29         0.0000        -           -   
22046_72         0.0000        -           -   
22050_30        -0.0000        -           -   
22052_47         0.0000        -           -   
22057_48         0.1644        -           -   
22060_69         0.0195        -           -   
22072_79         1.0000        -           -   
22074_56         0.1418        -           -   
22076_65         0.0000        -           -   
22079_81         0.0000        -           -   
22081_88         0.5146        -           -   
22086_34         0.0000        -           -   
22092_61         0.1434        -           -   
22101_88         0.0364        -           -   
22108_29         0.0000        -           -   
22127_39         0.0000        -           -   
22128_54         0.0416        -           -   
22132_88         0.3884        -           -   
22134_36         0.0000        -           -   
22139_73         0.0000        -           -   
22141_88        -0.0000        -           -   
22142_51         0.3311        -           -   
22147_49         0.1473        -           -   
22150_71        -0.0000        -           -   
22152_87        -0.1117        -           -   
22155_54         0.3650        -           -   
22157_41         0.0000        -           -   
22163_74         1.0000        -           -   
22173_65         0.3851        -           -   
22182_89        -0.0164        -           -   
22183_69         0.0000        -           -   
22184_33         0.0412        -           -   
22191_74        -0.0000        -           -   
22194_83         0.2092        -           -   
22197_32        -0.0024        -           -   
22198_33         0.0000        -           -   
22207_48         0.2485        -           -   
22212_59         0.3349        -           -   
22214_31         0.0128        -           -   
22224_63        -0.0059        -           -   
22225_66        -0.0000        -           -   
22227_37        -0.0027        -           -   
22228_88         0.4215        -           -   
22229_90         0.0000        -           -   
22232_80         0.2740        -           -   
22234_90         0.3026        -           -   
22237_68         0.6598        -           -   
22245_40        -0.0024        -           -   
22247_68         0.0000        -           -   
22248_54         0.0000        -           -   
22256_54        -0.0631        -           -   
22261_88         0.0136        -           -   
22267_83         0.1159        -           -   
22276_47         0.0403        -           -   
22280_52         0.3320        -           -   
22281_88        -0.0000        -           -   
22287_77         0.0805        -           -   
22299_65        -0.0000        -           -   
22300_85        -0.0000        -           -   
22318_69         0.0000        -           -   
22326_79         0.0000        -           -   
22332_59         0.1929        -           -   
22335_31         0.1481        -           -   
22341_64        -0.0151        -           -   
22347_40        -0.0000        -           -   
22350_58        -0.0000        -           -   
22358_63        -0.0000        -           -   
22359_65         0.6599        -           -   
22381_91        -0.0000        -           -   
22395_42        -0.0209        -           -   
22401_70         0.0369        -           -   
22405_90        -0.0019        -           -   
22412_75        -0.0000        -           -   
22426_35        -0.0231        -           -   
22429_59         0.1121        -           -   
22432_34         0.0319        -           -   
22433_78        -0.0060        -           -   
22438_52         0.0908        -           -   
22454_79        -0.0050        -           -   
22462_74         0.0000        -           -   
22464_31         0.0000        -           -   
22466_49         0.0000        -           -   
22468_33        -0.0000        -           -   
22470_72         0.2426        -           -   
22472_28         0.0000        -           -   
22474_89         0.6068        -           -   
22475_40        -0.0000        -           -   
22477_91        -0.0000        -           -   
22479_71         0.0000        -           -   
22485_47        -0.0000        -           -   
22492_54         0.0000        -           -   
22497_87         0.2898        -           -   
22498_74        -0.0000        -           -   
22502_34        -0.0000        -           -   
22509_91         0.1520        -           -   
22511_86         0.0000        -           -   
22512_65         0.0793        -           -   
22515_91        -0.0102        -           -   
22521_89        -0.0035        -           -   
22530_86         0.0627        -           -   
22535_59        -0.0000        -           -   
22543_79         0.0000        -           -   
22545_91        -0.0000        -           -   
22552_49         0.0000        -           -   
22558_73         0.0000        -           -   
22565_37         0.3390        -           -   
22566_82        -0.0024        -           -   
22571_87         0.0000        -           -   
22577_53         0.4897        -           -   
22578_84        -0.0022        -           -   
22582_50         0.0000        -           -   
22592_85        -0.0000        -           -   
22597_90        -0.0385        -           -   
22604_31         0.0000        -           -   
22614_42        -0.0000        -           -   
22615_30         0.0541        -           -   
22619_52         0.0359        -           -   
22622_62         0.0000        -           -   
22630_33        -0.0024        -           -   
22633_58        -0.0000        -           -   
22634_76         0.0078        -           -   
22636_41         0.0000        -           -   
22637_49         0.0000        -           -   
22646_79        -0.0000        -           -   
22647_44         0.8517        -           -   
22658_42        -0.0000        -           -   
22661_49         0.0000        -           -   
22666_56        -0.0024        -           -   
22672_80         0.0249        -           -   
22686_63         0.0000        -           -   
22694_45         0.0000        -           -   
22704_53        -0.0201        -           -   
22712_43        -0.0000        -           -   
22721_59         0.2782        -           -   
22723_45         0.6603        -           -   
22728_88         0.0000        -           -   
22733_47        -0.0481        -           -   
22737_32        -0.0314        -           -   
22750_82        -0.0000        -           -   
22753_35         0.0522        -           -   
22755_87        -0.0000        -           -   
22759_32         0.4970        -           -   
22766_59        -0.0000        -           -   
22781_42         0.1971        -           -   
22784_88        -0.0236        -           -   
22793_54        -0.0000        -           -   
22794_40         0.2067        -           -   
22798_28        -0.0025        -           -   
22799_55        -0.0048        -           -   
22811_47        -0.0000        -           -   
22816_90         0.0000        -           -   
22819_77         0.0648        -           -   
22822_83        -0.0017        -           -   
22823_68        -0.0064        -           -   
22825_91         0.0000        -           -   
22834_35        -0.0000        -           -   
22835_65         0.5406        -           -   
22837_46         0.0000        -           -   
22845_77         0.0000        -           -   
22847_88         0.0000        -           -   
22869_58         0.0000        -           -   
22876_91         0.2478        -           -   
22877_85         0.1066        -           -   
22885_31         0.0000        -           -   
22891_88         0.0000        -           -   
22893_36         0.0000        -           -   
22903_83         0.0000        -           -   
22912_75         0.0000        -           -   
22913_46         0.0873        -           -   
22925_31         0.0000        -           -   
22926_85         0.0000        -           -   
22936_49        -0.0000        -           -   
22937_74         0.1747        -           -   
22942_57         0.0000        -           -   
22956_68        -0.0000        -           -   
22959_31         0.0000        -           -   
22964_28        -0.0064        -           -   
22970_44         0.0000        -           -   
22983_43        -0.0000        -           -   
22996_48         0.0000        -           -   
22998_72        -0.0128        -           -   
23001_37         0.0000        -           -   
23002_53         0.1617        -           -   
23004_49        -0.0081        -           -   
23007_90        -0.0048        -           -   
23008_76         0.0000        -           -   
23013_54         0.0000        -           -   
23016_52         0.4055        -           -   
23025_81        -0.0000        -           -   
23028_52        -0.0000        -           -   
23031_90        -0.3355        -           -   
23035_78         0.0000        -           -   
23037_49        -0.0144        -           -   
23038_59        -0.0000        -           -   
23052_78         0.4819        -           -   
23080_78         0.0392        -           -   
23084_88        -0.0000        -           -   
23088_88        -0.0000        -           -   
23098_28         0.0000        -           -   
23103_49         0.0000        -           -   
23115_37         0.0000        -           -   
23126_59         0.0000        -           -   
23128_30         0.1890        -           -   
23152_80         0.2504        -           -   
23164_86        -0.0000        -           -   
23168_55        -0.0367        -           -   
23174_58         0.0000        -           -   
23177_91         0.0000        -           -   
23181_44        -0.0000        -           -   
23184_55        -0.0000        -           -   
23186_45        -0.0522        -           -   
23205_47        -0.0000        -           -   
23206_81        -0.0000        -           -   
23213_60         0.0000        -           -   
23218_75         0.0000        -           -   
23219_28         0.1912        -           -   
23234_62         0.1763        -           -   
23242_88         0.0000        -           -   
23245_70         0.0000        -           -   
23246_71         0.5137        -           -   
23251_34         0.1900        -           -   
23254_42        -0.0000        -           -   
23265_35        -0.0233        -           -   
23267_67        -0.0059        -           -   
23269_46         0.0000        -           -   
23275_83        -0.0000        -           -   
23279_72         0.0832        -           -   
23280_39         0.3772        -           -   
23281_35         0.1767        -           -   
23285_67        -0.0000        -           -   
23310_50        -0.0000        -           -   
23318_85         0.6659        -           -   
23321_72        -0.0742        -           -   
23322_52        -0.0157        -           -   
23323_35         0.0000        -           -   
23326_42         0.1400        -           -   
23348_39        -0.6280        -           -   
23354_61         0.1862        -           -   
23358_32         0.3946        -           -   
23359_39        -0.0000        -           -   
23360_83         0.0000        -           -   
23384_62         0.2222        -           -   
23389_88         0.0000        -           -   
23396_56         0.0000        -           -   
23398_86         0.3283        -           -   
23405_86         0.0000        -           -   
23407_80         0.0000        -           -   
23415_87        -0.0024        -           -   
23419_66         0.4760        -           -   
23428_91         0.0000        -           -   
23432_89         0.0000        -           -   
23443_65         0.0000        -           -   
23459_57         0.2663        -           -   
23462_77         0.4952        -           -   
23464_74        -0.0000        -           -   
23477_70         0.3677        -           -   
23489_77        -0.0000        -           -   
23491_54         0.0000        -           -   
23495_60         0.1405        -           -   
23496_63        -0.0000        -           -   
23499_66         0.1319        -           -   
23501_49        -0.3059        -           -   
23502_49        -0.0250        -           -   
23516_31         0.1098        -           -   
23524_30         0.0000        -           -   
23527_46        -0.0016        -           -   
23528_64         0.0581        -           -   
23531_79         0.1179        -           -   
23539_57        -0.0036        -           -   
23563_45         0.1098        -           -   
23571_90        -0.0000        -           -   
23594_59         0.5270        -           -   
23596_37        -0.0134        -           -   
23598_87        -0.0121        -           -   
23601_70         0.0000        -           -   
23621_57        -0.0123        -           -   
23632_64        -0.0000        -           -   
23643_40        -0.0119        -           -   
23659_91        -0.0017        -           -   
23660_88        -0.0050        -           -   
23663_28         0.0178        -           -   
23664_59         0.2006        -           -   
23673_56         0.0000        -           -   
23677_61         0.1434        -           -   
23682_79        -0.0000        -           -   
23683_28         0.0000        -           -   
23684_70         0.0169        -           -   
23687_45        -0.0000        -           -   
23690_60        -0.0000        -           -   
23695_36        -0.0000        -           -   
23707_32         0.0000        -           -   
23708_30        -0.0128        -           -   
23716_74         0.0000        -           -   
23725_54        -0.0050        -           -   
23733_88        -0.0000        -           -   
23734_30         0.0000        -           -   
23746_85         0.2787        -           -   
23751_81         0.2419        -           -   
23758_50        -0.0060        -           -   
23771_87         0.3438        -           -   
23781_65        -0.0433        -           -   
23790_50        -0.0017        -           -   
23799_40        -0.0000        -           -   
23818_68         0.0000        -           -   
23819_47        -0.0000        -           -   
23825_90         1.0000        -           -   
23842_71        -0.0000        -           -   
23874_28        -0.0051        -           -   
23887_46         0.0882        -           -   
23900_75         0.0000        -           -   
23901_91        -0.0026        -           -   
23921_38         0.2147        -           -   
23935_91         0.0000        -           -   
23942_49         0.3272        -           -   
23946_43         0.0000        -           -   
23951_88        -0.0000        -           -   
23952_66        -0.0074        -           -   
23959_84         0.1684        -           -   
23965_46        -0.0024        -           -   
23979_46         0.2252        -           -   
23999_81        -0.0359        -           -   
24004_90         0.0000        -           -   
24005_53        -0.0169        -           -   
24018_62        -0.0039        -           -   
24046_36         0.4255        -           -   
24047_73        -0.0016        -           -   
24054_69        -0.0331        -           -   
24055_41         0.0000        -           -   
24061_66         0.0000        -           -   
24066_73         0.0278        -           -   
24069_67         0.3124        -           -   
24078_48         0.2216        -           -   
24081_90        -0.0290        -           -   
24108_77         0.0000        -           -   
24110_43         0.3045        -           -   
24134_84        -0.0000        -           -   
24139_58        -0.0000        -           -   
24142_76        -0.0071        -           -   
24162_80        -0.0000        -           -   
24176_78        -0.0272        -           -   
24185_45        -0.0000        -           -   
24186_30         0.0000        -           -   
24198_60        -0.0000        -           -   
24208_91        -0.0349        -           -   
24224_76        -0.0025        -           -   
24241_65         0.0000        -           -   
24244_80        -0.0000        -           -   
24248_31         0.0000        -           -   
24268_28        -0.0394        -           -   
24269_46        -0.0000        -           -   
24272_79        -0.0000        -           -   
24278_57        -0.0076        -           -   
24279_87         0.0145        -           -   
24281_28        -0.0000        -           -   
24302_86         0.0000        -           -   
24303_34        -0.0161        -           -   
24304_60         0.0000        -           -   
24311_29         0.0000        -           -   
24319_38        -0.0000        -           -   
24320_48         0.0000        -           -   
24329_73         0.0000        -           -   
24333_51        -0.0280        -           -   
24334_63         0.0000        -           -   
24343_65         0.0000        -           -   
24344_51        -0.0000        -           -   
24348_86        -0.0240        -           -   
24368_46        -0.0000        -           -   
24374_31        -0.0933        -           -   
24392_81        -0.0024        -           -   
24393_64         0.3232        -           -   
24400_53         0.0700        -           -   
24402_81         0.1695        -           -   
24404_80         0.0000        -           -   
24414_79         0.0000        -           -   
24422_73        -0.0023        -           -   
24427_58         0.0000        -           -   
24438_79        -0.0000        -           -   
24459_76         0.0000        -           -   
24462_56        -0.0171        -           -   
24467_66        -0.0000        -           -   
24468_86        -0.0259        -           -   
24469_79         0.0000        -           -   
24472_28         0.1245        -           -   
24477_47         0.0000        -           -   
24482_42         0.1621        -           -   
24491_64        -0.0000        -           -   
24492_34        -0.0000        -           -   
24493_47        -0.0303        -           -   
24509_33        -0.0000        -           -   
24525_86        -0.0114        -           -   
24538_36        -0.0033        -           -   
24539_73        -0.0000        -           -   
24558_88         0.0000        -           -   
24564_86        -0.0024        -           -   
24573_60         0.7970        -           -   
24576_35        -0.0000        -           -   
24577_50        -0.0000        -           -   
24582_85         0.0000        -           -   
24585_62        -0.0441        -           -   
24587_54         0.0000        -           -   
24589_77         0.0000        -           -   
24594_80         0.1443        -           -   
24595_44         0.0000        -           -   
24603_53        -0.0000        -           -   
24604_53        -0.0161        -           -   
24613_50        -0.0553        -           -   
24614_89         0.3511        -           -   
24616_50         0.3490        -           -   
24620_64         0.4979        -           -   
24652_58        -0.0000        -           -   
24686_53        -0.0112        -           -   
24692_84         0.5369        -           -   
24697_49         0.0000        -           -   
24708_89        -0.0049        -           -   
24717_41         0.0000        -           -   
24718_69        -0.0000        -           -   
24729_52         0.1830        -           -   
24731_80         0.1687        -           -   
24734_85         0.0000        -           -   
24737_46        -0.0000        -           -   
24738_36         0.1151        -           -   
24745_45         0.5534        -           -   
24748_38         0.0000        -           -   
24750_28        -0.0000        -           -   
24753_84         0.0000        -           -   
24758_70        -0.0653        -           -   
24759_62        -0.0000        -           -   
24766_45         0.0000        -           -   
24782_31         0.3858        -           -   
24784_79         0.0000        -           -   
24796_51         0.2306        -           -   
24797_35        -0.0000        -           -   
24798_46         0.0000        -           -   
24806_58         0.1735        -           -   
24807_82        -0.0000        -           -   
24813_85        -0.0076        -           -   
24815_41        -0.0000        -           -   
24818_91         0.0000        -           -   
24822_42         0.8281        -           -   
24830_83        -0.0024        -           -   
24837_33         0.0000        -           -   
24840_66        -0.0000        -           -   
24850_69        -0.0000        -           -   
24854_34        -0.0024        -           -   
24859_80         0.4400        -           -   
24870_37        -0.0024        -           -   
24877_74         0.0000        -           -   
24878_72        -0.0026        -           -   
24900_88        -0.0102        -           -   
24903_35        -0.0000        -           -   
24919_78         0.0646        -           -   
24925_29         0.3255        -           -   
24938_72         0.0000        -           -   
24944_49         0.0000        -           -   
24951_36         0.6504        -           -   
24961_83         0.3292        -           -   
24985_69         0.1458        -           -   
24988_32         0.0000        -           -   
25017_80        -0.0024        -           -   
25018_78         1.0000        -           -   
25038_85        -0.0072        -           -   
25044_91        -0.0024        -           -   
25052_55        -0.0058        -           -   
25053_35        -0.0049        -           -   
25057_64         0.0000        -           -   
25068_46        -0.0541        -           -   
25072_34         0.0000        -           -   
25083_86        -0.0249        -           -   
25089_91         0.0000        -           -   
25094_72        -0.0141        -           -   
25096_37        -0.0000        -           -   
25098_43         0.0000        -           -   
25112_33        -0.0024        -           -   
25131_34         0.0000        -           -   
25135_90        -0.0380        -           -   
25141_36         0.0000        -           -   
25149_89        -0.0096        -           -   
25173_35         0.3377        -           -   
25192_61        -0.0017        -           -   
25201_62        -0.0000        -           -   
25202_77        -0.0000        -           -   
25210_75         0.0000        -           -   
25215_86        -0.0736        -           -   
25219_41        -0.0042        -           -   
25246_35         0.0000        -           -   
25247_73        -0.0000        -           -   
25259_28        -0.0000        -           -   
25265_89         0.0000        -           -   
25267_34         0.0000        -           -   
25271_28        -0.0398        -           -   
25284_47        -0.0000        -           -   
25292_64        -0.0040        -           -   
25294_78        -0.0073        -           -   
25300_57         0.3284        -           -   
25321_73        -0.0030        -           -   
25322_53        -0.0180        -           -   
25324_68        -0.0000        -           -   
25327_33         1.0000        -           -   
25329_89        -0.0696        -           -   
25331_45         0.0000        -           -   
25335_91        -0.9875        -           -   
25336_69        -0.0000        -           -   
25364_30         0.1832        -           -   
25375_81         0.1347        -           -   
25384_91         0.3347        -           -   
25394_67         0.4165        -           -   
25400_84         0.4432        -           -   
25401_35         0.4650        -           -   
25403_48         0.0000        -           -   
25406_31         0.0000        -           -   
25407_54         0.0000        -           -   
25408_78         0.0000        -           -   
25412_83         0.0000        -           -   
25425_80         0.3783        -           -   
25432_53         0.6639        -           -   
25448_33         0.1620        -           -   
25454_84         0.0000        -           -   
